ldw,rho,floor,engine,n_test,flagged,regions,tp_reg,tp_qtn,n_qtn,n_qtn_legacy,prec,rec,cell,tag,env
0.05,0.35,2,emx,39473,21,16,12,13,19,17,0.75,0.68421052631579,V0.5_c1,bgs,7
0.05,0.35,2,lfm,39473,24,20,12,13,19,17,0.6,0.68421052631579,V0.5_c1,bgs,7
0.05,0.35,5,emx,9990,20,14,10,11,19,17,0.714285714285714,0.578947368421053,V0.5_c1,bgs,7
0.05,0.35,5,lfm,9990,22,18,11,12,19,17,0.611111111111111,0.631578947368421,V0.5_c1,bgs,7
0.05,0.5,1,emx,84316,18,13,10,11,19,17,0.769230769230769,0.578947368421053,V0.5_c1,bgs,7
0.05,0.5,1,lfm,84316,20,17,11,12,19,17,0.647058823529412,0.631578947368421,V0.5_c1,bgs,7
0.05,0.5,2,emx,39403,20,16,12,13,19,17,0.75,0.68421052631579,V0.5_c1,bgs,7
0.05,0.5,2,lfm,39403,23,20,12,13,19,17,0.6,0.68421052631579,V0.5_c1,bgs,7
0.05,0.5,5,emx,9943,18,13,10,11,19,17,0.769230769230769,0.578947368421053,V0.5_c1,bgs,7
0.05,0.5,5,lfm,9943,21,18,11,12,19,17,0.611111111111111,0.631578947368421,V0.5_c1,bgs,7
0.05,0.65,1,emx,84235,18,13,10,11,19,17,0.769230769230769,0.578947368421053,V0.5_c1,bgs,7
0.05,0.65,1,lfm,84235,20,17,11,12,19,17,0.647058823529412,0.631578947368421,V0.5_c1,bgs,7
0.05,0.65,2,emx,39335,20,16,12,13,19,17,0.75,0.68421052631579,V0.5_c1,bgs,7
0.05,0.65,2,lfm,39335,21,18,11,12,19,17,0.611111111111111,0.631578947368421,V0.5_c1,bgs,7
0.05,0.65,5,emx,9894,19,14,10,11,19,17,0.714285714285714,0.578947368421053,V0.5_c1,bgs,7
0.05,0.65,5,lfm,9894,20,17,11,12,19,17,0.647058823529412,0.631578947368421,V0.5_c1,bgs,7
0.0125,0.35,1,emx,85296,22,20,8,8,20,20,0.4,0.4,V0.5_c1,bgs,8
0.0125,0.35,1,lfm,85296,31,26,10,10,20,20,0.384615384615385,0.5,V0.5_c1,bgs,8
0.0125,0.35,2,emx,39646,27,26,9,9,20,20,0.346153846153846,0.45,V0.5_c1,bgs,8
0.0125,0.35,2,lfm,39646,46,41,13,13,20,20,0.317073170731707,0.65,V0.5_c1,bgs,8
0.0125,0.35,5,emx,9894,18,17,8,8,20,20,0.470588235294118,0.4,V0.5_c1,bgs,8
0.0125,0.35,5,lfm,9894,47,40,12,12,20,20,0.3,0.6,V0.5_c1,bgs,8
0.0125,0.5,1,emx,83962,20,19,8,8,20,20,0.421052631578947,0.4,V0.5_c1,bgs,8
0.0125,0.5,1,lfm,83962,21,17,9,9,20,20,0.529411764705882,0.45,V0.5_c1,bgs,8
0.0125,0.5,2,emx,38612,25,24,8,8,20,20,0.333333333333333,0.4,V0.5_c1,bgs,8
0.0125,0.5,2,lfm,38612,27,23,10,10,20,20,0.434782608695652,0.5,V0.5_c1,bgs,8
0.0125,0.5,5,emx,9597,18,17,9,9,20,20,0.529411764705882,0.45,V0.5_c1,bgs,8
0.0125,0.5,5,lfm,9597,39,34,13,13,20,20,0.382352941176471,0.65,V0.5_c1,bgs,8
0.0125,0.65,1,emx,82382,19,18,8,8,20,20,0.444444444444444,0.4,V0.5_c1,bgs,8
0.0125,0.65,1,lfm,82382,17,16,9,9,20,20,0.5625,0.45,V0.5_c1,bgs,8
0.0125,0.65,2,emx,37659,19,19,8,8,20,20,0.421052631578947,0.4,V0.5_c1,bgs,8
0.0125,0.65,2,lfm,37659,21,20,9,9,20,20,0.45,0.45,V0.5_c1,bgs,8
0.0125,0.65,5,emx,9323,14,14,8,8,20,20,0.571428571428571,0.4,V0.5_c1,bgs,8
0.0125,0.65,5,lfm,9323,24,22,11,11,20,20,0.5,0.55,V0.5_c1,bgs,8
0.025,0.35,1,emx,85709,26,23,8,8,20,20,0.347826086956522,0.4,V0.5_c1,bgs,8
0.025,0.35,1,lfm,85709,35,30,10,10,20,20,0.333333333333333,0.5,V0.5_c1,bgs,8
0.025,0.35,2,emx,40038,32,30,9,9,20,20,0.3,0.45,V0.5_c1,bgs,8
0.025,0.35,2,lfm,40038,52,47,13,13,20,20,0.276595744680851,0.65,V0.5_c1,bgs,8
0.025,0.35,5,emx,10056,22,20,8,8,20,20,0.4,0.4,V0.5_c1,bgs,8
0.025,0.35,5,lfm,10056,54,47,12,12,20,20,0.25531914893617,0.6,V0.5_c1,bgs,8
0.025,0.5,1,emx,85372,20,19,8,8,20,20,0.421052631578947,0.4,V0.5_c1,bgs,8
0.025,0.5,1,lfm,85372,23,20,9,9,20,20,0.45,0.45,V0.5_c1,bgs,8
0.025,0.5,2,emx,39752,27,25,8,8,20,20,0.32,0.4,V0.5_c1,bgs,8
0.025,0.5,2,lfm,39752,29,26,10,10,20,20,0.384615384615385,0.5,V0.5_c1,bgs,8
0.025,0.5,5,emx,9909,18,17,9,9,20,20,0.529411764705882,0.45,V0.5_c1,bgs,8
0.025,0.5,5,lfm,9909,44,40,13,13,20,20,0.325,0.65,V0.5_c1,bgs,8
0.025,0.65,1,emx,85072,20,19,8,8,20,20,0.421052631578947,0.4,V0.5_c1,bgs,8
0.025,0.65,1,lfm,85072,21,20,9,9,20,20,0.45,0.45,V0.5_c1,bgs,8
0.025,0.65,2,emx,39526,25,24,8,8,20,20,0.333333333333333,0.4,V0.5_c1,bgs,8
0.025,0.65,2,lfm,39526,25,24,9,9,20,20,0.375,0.45,V0.5_c1,bgs,8
0.025,0.65,5,emx,9782,15,15,8,8,20,20,0.533333333333333,0.4,V0.5_c1,bgs,8
0.025,0.65,5,lfm,9782,38,36,13,13,20,20,0.361111111111111,0.65,V0.5_c1,bgs,8
0.05,0.35,1,emx,85819,27,21,8,8,20,20,0.380952380952381,0.4,V0.5_c1,bgs,8
0.05,0.35,1,lfm,85819,38,28,10,10,20,20,0.357142857142857,0.5,V0.5_c1,bgs,8
0.05,0.35,2,emx,40142,35,29,9,9,20,20,0.310344827586207,0.45,V0.5_c1,bgs,8
0.05,0.35,2,lfm,40142,61,48,13,13,20,20,0.270833333333333,0.65,V0.5_c1,bgs,8
0.05,0.35,5,emx,10123,22,17,7,7,20,20,0.411764705882353,0.35,V0.5_c1,bgs,8
0.05,0.35,5,lfm,10123,56,46,12,12,20,20,0.260869565217391,0.6,V0.5_c1,bgs,8
0.05,0.5,1,emx,85733,27,21,8,8,20,20,0.380952380952381,0.4,V0.5_c1,bgs,8
0.05,0.5,1,lfm,85733,38,28,10,10,20,20,0.357142857142857,0.5,V0.5_c1,bgs,8
0.05,0.5,2,emx,40064,35,29,9,9,20,20,0.310344827586207,0.45,V0.5_c1,bgs,8
0.05,0.5,2,lfm,40064,58,47,13,13,20,20,0.276595744680851,0.65,V0.5_c1,bgs,8
0.05,0.5,5,emx,10073,22,17,7,7,20,20,0.411764705882353,0.35,V0.5_c1,bgs,8
0.05,0.5,5,lfm,10073,56,46,12,12,20,20,0.260869565217391,0.6,V0.5_c1,bgs,8
0.05,0.65,1,emx,85652,26,21,8,8,20,20,0.380952380952381,0.4,V0.5_c1,bgs,8
0.05,0.65,1,lfm,85652,38,28,10,10,20,20,0.357142857142857,0.5,V0.5_c1,bgs,8
0.05,0.65,2,emx,39997,34,28,9,9,20,20,0.321428571428571,0.45,V0.5_c1,bgs,8
0.05,0.65,2,lfm,39997,58,47,13,13,20,20,0.276595744680851,0.65,V0.5_c1,bgs,8
0.05,0.65,5,emx,10023,21,16,7,7,20,20,0.4375,0.35,V0.5_c1,bgs,8
0.05,0.65,5,lfm,10023,53,43,12,12,20,20,0.27906976744186,0.6,V0.5_c1,bgs,8
0.0125,0.35,1,emx,85202,0,0,0,0,20,19,0,0,V0.5_c1,bgs,9
0.0125,0.35,1,lfm,85202,4,4,4,4,20,19,1,0.2,V0.5_c1,bgs,9
0.0125,0.35,2,emx,39743,3,3,3,3,20,19,1,0.15,V0.5_c1,bgs,9
0.0125,0.35,2,lfm,39743,3,3,3,3,20,19,1,0.15,V0.5_c1,bgs,9
0.0125,0.35,5,emx,9975,5,5,4,4,20,19,0.8,0.2,V0.5_c1,bgs,9
0.0125,0.35,5,lfm,9975,4,4,3,3,20,19,0.75,0.15,V0.5_c1,bgs,9
0.0125,0.5,1,emx,83889,0,0,0,0,20,19,0,0,V0.5_c1,bgs,9
0.0125,0.5,1,lfm,83889,4,4,4,4,20,19,1,0.2,V0.5_c1,bgs,9
0.0125,0.5,2,emx,38781,2,2,2,2,20,19,1,0.1,V0.5_c1,bgs,9
0.0125,0.5,2,lfm,38781,3,3,3,3,20,19,1,0.15,V0.5_c1,bgs,9
0.0125,0.5,5,emx,9718,4,4,3,3,20,19,0.75,0.15,V0.5_c1,bgs,9
0.0125,0.5,5,lfm,9718,4,4,3,3,20,19,0.75,0.15,V0.5_c1,bgs,9
0.0125,0.65,1,emx,82408,0,0,0,0,20,19,0,0,V0.5_c1,bgs,9
0.0125,0.65,1,lfm,82408,4,4,4,4,20,19,1,0.2,V0.5_c1,bgs,9
0.0125,0.65,2,emx,37840,0,0,0,0,20,19,0,0,V0.5_c1,bgs,9
0.0125,0.65,2,lfm,37840,3,3,3,3,20,19,1,0.15,V0.5_c1,bgs,9
0.0125,0.65,5,emx,9417,4,4,3,3,20,19,0.75,0.15,V0.5_c1,bgs,9
0.0125,0.65,5,lfm,9417,3,3,3,3,20,19,1,0.15,V0.5_c1,bgs,9
0.025,0.35,1,emx,85551,0,0,0,0,20,19,0,0,V0.5_c1,bgs,9
0.025,0.35,1,lfm,85551,4,4,4,4,20,19,1,0.2,V0.5_c1,bgs,9
0.025,0.35,2,emx,40068,3,3,3,3,20,19,1,0.15,V0.5_c1,bgs,9
0.025,0.35,2,lfm,40068,3,3,3,3,20,19,1,0.15,V0.5_c1,bgs,9
0.025,0.35,5,emx,10096,5,5,4,4,20,19,0.8,0.2,V0.5_c1,bgs,9
0.025,0.35,5,lfm,10096,4,4,3,3,20,19,0.75,0.15,V0.5_c1,bgs,9
0.025,0.5,1,emx,85242,0,0,0,0,20,19,0,0,V0.5_c1,bgs,9
0.025,0.5,1,lfm,85242,4,4,4,4,20,19,1,0.2,V0.5_c1,bgs,9
0.025,0.5,2,emx,39823,2,2,2,2,20,19,1,0.1,V0.5_c1,bgs,9
0.025,0.5,2,lfm,39823,3,3,3,3,20,19,1,0.15,V0.5_c1,bgs,9
0.025,0.5,5,emx,9984,4,4,3,3,20,19,0.75,0.15,V0.5_c1,bgs,9
0.025,0.5,5,lfm,9984,4,4,3,3,20,19,0.75,0.15,V0.5_c1,bgs,9
0.025,0.65,1,emx,84941,0,0,0,0,20,19,0,0,V0.5_c1,bgs,9
0.025,0.65,1,lfm,84941,3,3,3,3,20,19,1,0.15,V0.5_c1,bgs,9
0.025,0.65,2,emx,39614,0,0,0,0,20,19,0,0,V0.5_c1,bgs,9
0.025,0.65,2,lfm,39614,4,4,4,4,20,19,1,0.2,V0.5_c1,bgs,9
0.025,0.65,5,emx,9875,4,4,3,3,20,19,0.75,0.15,V0.5_c1,bgs,9
0.025,0.65,5,lfm,9875,5,5,4,4,20,19,0.8,0.2,V0.5_c1,bgs,9
0.05,0.35,1,emx,85652,3,3,2,2,20,19,0.666666666666667,0.1,V0.5_c1,bgs,9
0.05,0.35,1,lfm,85652,5,5,4,4,20,19,0.8,0.2,V0.5_c1,bgs,9
0.05,0.35,2,emx,40165,5,5,3,3,20,19,0.6,0.15,V0.5_c1,bgs,9
0.05,0.35,2,lfm,40165,6,6,3,3,20,19,0.5,0.15,V0.5_c1,bgs,9
0.05,0.35,5,emx,10147,6,6,4,4,20,19,0.666666666666667,0.2,V0.5_c1,bgs,9
0.05,0.35,5,lfm,10147,5,5,3,3,20,19,0.6,0.15,V0.5_c1,bgs,9
0.05,0.5,1,emx,85575,3,3,2,2,20,19,0.666666666666667,0.1,V0.5_c1,bgs,9
0.05,0.5,1,lfm,85575,5,5,4,4,20,19,0.8,0.2,V0.5_c1,bgs,9
0.05,0.5,2,emx,40100,5,5,3,3,20,19,0.6,0.15,V0.5_c1,bgs,9
0.05,0.5,2,lfm,40100,6,6,3,3,20,19,0.5,0.15,V0.5_c1,bgs,9
0.05,0.5,5,emx,10102,6,6,4,4,20,19,0.666666666666667,0.2,V0.5_c1,bgs,9
0.05,0.5,5,lfm,10102,5,5,3,3,20,19,0.6,0.15,V0.5_c1,bgs,9
0.05,0.65,1,emx,85501,3,3,2,2,20,19,0.666666666666667,0.1,V0.5_c1,bgs,9
0.05,0.65,1,lfm,85501,5,5,4,4,20,19,0.8,0.2,V0.5_c1,bgs,9
0.05,0.65,2,emx,40033,3,3,2,2,20,19,0.666666666666667,0.1,V0.5_c1,bgs,9
0.05,0.65,2,lfm,40033,4,4,3,3,20,19,0.75,0.15,V0.5_c1,bgs,9
0.05,0.65,5,emx,10059,7,7,4,4,20,19,0.571428571428571,0.2,V0.5_c1,bgs,9
0.05,0.65,5,lfm,10059,5,5,3,3,20,19,0.6,0.15,V0.5_c1,bgs,9
0.0125,0.35,1,emx,99440,22,20,12,12,19,19,0.6,0.631578947368421,V0.5_c1,nobgs,1
0.0125,0.35,1,lfm,99440,21,19,10,10,19,19,0.526315789473684,0.526315789473684,V0.5_c1,nobgs,1
0.0125,0.35,2,emx,45517,25,23,12,12,19,19,0.521739130434783,0.631578947368421,V0.5_c1,nobgs,1
0.0125,0.35,2,lfm,45517,21,19,11,11,19,19,0.578947368421053,0.578947368421053,V0.5_c1,nobgs,1
0.0125,0.35,5,emx,11808,22,19,12,12,19,19,0.631578947368421,0.631578947368421,V0.5_c1,nobgs,1
0.0125,0.35,5,lfm,11808,23,21,13,13,19,19,0.619047619047619,0.68421052631579,V0.5_c1,nobgs,1
0.0125,0.5,1,emx,98265,17,16,11,11,19,19,0.6875,0.578947368421053,V0.5_c1,nobgs,1
0.0125,0.5,1,lfm,98265,18,17,10,10,19,19,0.588235294117647,0.526315789473684,V0.5_c1,nobgs,1
0.0125,0.5,2,emx,44695,21,20,12,12,19,19,0.6,0.631578947368421,V0.5_c1,nobgs,1
0.0125,0.5,2,lfm,44695,17,16,10,10,19,19,0.625,0.526315789473684,V0.5_c1,nobgs,1
0.0125,0.5,5,emx,11509,21,18,12,12,19,19,0.666666666666667,0.631578947368421,V0.5_c1,nobgs,1
0.0125,0.5,5,lfm,11509,23,21,13,13,19,19,0.619047619047619,0.68421052631579,V0.5_c1,nobgs,1
0.0125,0.65,1,emx,96879,15,14,11,11,19,19,0.785714285714286,0.578947368421053,V0.5_c1,nobgs,1
0.0125,0.65,1,lfm,96879,11,10,9,9,19,19,0.9,0.473684210526316,V0.5_c1,nobgs,1
0.0125,0.65,2,emx,43865,15,14,11,11,19,19,0.785714285714286,0.578947368421053,V0.5_c1,nobgs,1
0.0125,0.65,2,lfm,43865,14,13,10,10,19,19,0.769230769230769,0.526315789473684,V0.5_c1,nobgs,1
0.0125,0.65,5,emx,11198,19,16,12,12,19,19,0.75,0.631578947368421,V0.5_c1,nobgs,1
0.0125,0.65,5,lfm,11198,16,14,11,11,19,19,0.785714285714286,0.578947368421053,V0.5_c1,nobgs,1
0.025,0.35,1,emx,100073,22,20,12,12,19,19,0.6,0.631578947368421,V0.5_c1,nobgs,1
0.025,0.35,1,lfm,100073,23,20,10,10,19,19,0.5,0.526315789473684,V0.5_c1,nobgs,1
0.025,0.35,2,emx,46086,26,23,12,12,19,19,0.521739130434783,0.631578947368421,V0.5_c1,nobgs,1
0.025,0.35,2,lfm,46086,23,20,11,11,19,19,0.55,0.578947368421053,V0.5_c1,nobgs,1
