ldw,rho,floor,engine,n_test,flagged,regions,tp_reg,tp_qtn,n_qtn,n_qtn_legacy,prec,rec,cell,tag,env
0.05,0.5,1,emx,77627,111,110,8,8,35,33,0.0727272727272727,0.228571428571429,V0.5_c2,nobgs,3
0.05,0.5,1,lfm,77627,272,269,15,16,35,33,0.0557620817843866,0.457142857142857,V0.5_c2,nobgs,3
0.05,0.5,2,emx,40433,122,120,10,10,35,33,0.0833333333333333,0.285714285714286,V0.5_c2,nobgs,3
0.05,0.5,2,lfm,40433,299,296,14,15,35,33,0.0472972972972973,0.428571428571429,V0.5_c2,nobgs,3
0.05,0.5,5,emx,18221,113,111,9,9,35,33,0.0810810810810811,0.257142857142857,V0.5_c2,nobgs,3
0.05,0.5,5,lfm,18221,266,262,14,15,35,33,0.0534351145038168,0.428571428571429,V0.5_c2,nobgs,3
0.05,0.65,1,emx,77464,110,109,8,8,35,33,0.073394495412844,0.228571428571429,V0.5_c2,nobgs,3
0.05,0.65,1,lfm,77464,272,269,15,16,35,33,0.0557620817843866,0.457142857142857,V0.5_c2,nobgs,3
0.05,0.65,2,emx,40398,121,119,9,9,35,33,0.0756302521008403,0.257142857142857,V0.5_c2,nobgs,3
0.05,0.65,2,lfm,40398,299,296,14,15,35,33,0.0472972972972973,0.428571428571429,V0.5_c2,nobgs,3
0.05,0.65,5,emx,18228,113,111,9,9,35,33,0.0810810810810811,0.257142857142857,V0.5_c2,nobgs,3
0.05,0.65,5,lfm,18228,268,264,14,15,35,33,0.053030303030303,0.428571428571429,V0.5_c2,nobgs,3
0.0125,0.35,1,emx,71721,8,8,2,2,37,35,0.25,0.0540540540540541,V0.5_c2,nobgs,4
0.0125,0.35,1,lfm,71721,91,89,11,13,37,35,0.123595505617978,0.351351351351351,V0.5_c2,nobgs,4
0.0125,0.35,2,emx,34534,8,8,1,1,37,35,0.125,0.027027027027027,V0.5_c2,nobgs,4
0.0125,0.35,2,lfm,34534,96,94,13,17,37,35,0.138297872340426,0.45945945945946,V0.5_c2,nobgs,4
0.0125,0.35,5,emx,14604,21,20,4,5,37,35,0.2,0.135135135135135,V0.5_c2,nobgs,4
0.0125,0.35,5,lfm,14604,101,99,13,17,37,35,0.131313131313131,0.45945945945946,V0.5_c2,nobgs,4
0.0125,0.5,1,emx,62728,6,6,0,0,37,35,0,0,V0.5_c2,nobgs,4
0.0125,0.5,1,lfm,62728,86,84,11,13,37,35,0.130952380952381,0.351351351351351,V0.5_c2,nobgs,4
0.0125,0.5,2,emx,28898,15,14,3,3,37,35,0.214285714285714,0.0810810810810811,V0.5_c2,nobgs,4
0.0125,0.5,2,lfm,28898,92,90,14,18,37,35,0.155555555555556,0.486486486486487,V0.5_c2,nobgs,4
0.0125,0.5,5,emx,13074,18,17,4,5,37,35,0.235294117647059,0.135135135135135,V0.5_c2,nobgs,4
0.0125,0.5,5,lfm,13074,100,97,14,18,37,35,0.144329896907216,0.486486486486487,V0.5_c2,nobgs,4
0.0125,0.65,1,emx,52064,6,6,0,0,37,35,0,0,V0.5_c2,nobgs,4
0.0125,0.65,1,lfm,52064,84,82,10,12,37,35,0.121951219512195,0.324324324324324,V0.5_c2,nobgs,4
0.0125,0.65,2,emx,24496,20,19,3,3,37,35,0.157894736842105,0.0810810810810811,V0.5_c2,nobgs,4
0.0125,0.65,2,lfm,24496,88,86,13,16,37,35,0.151162790697674,0.432432432432432,V0.5_c2,nobgs,4
0.0125,0.65,5,emx,11529,16,15,4,5,37,35,0.266666666666667,0.135135135135135,V0.5_c2,nobgs,4
0.0125,0.65,5,lfm,11529,94,91,14,18,37,35,0.153846153846154,0.486486486486487,V0.5_c2,nobgs,4
0.025,0.35,1,emx,76259,11,11,2,2,37,35,0.181818181818182,0.0540540540540541,V0.5_c2,nobgs,4
0.025,0.35,1,lfm,76259,114,113,11,13,37,35,0.0973451327433628,0.351351351351351,V0.5_c2,nobgs,4
0.025,0.35,2,emx,38425,11,11,1,1,37,35,0.0909090909090909,0.027027027027027,V0.5_c2,nobgs,4
0.025,0.35,2,lfm,38425,121,120,12,14,37,35,0.1,0.378378378378378,V0.5_c2,nobgs,4
0.025,0.35,5,emx,16695,39,38,5,6,37,35,0.131578947368421,0.162162162162162,V0.5_c2,nobgs,4
0.025,0.35,5,lfm,16695,124,122,12,14,37,35,0.0983606557377049,0.378378378378378,V0.5_c2,nobgs,4
0.025,0.5,1,emx,73546,11,11,2,2,37,35,0.181818181818182,0.0540540540540541,V0.5_c2,nobgs,4
0.025,0.5,1,lfm,73546,106,105,11,13,37,35,0.104761904761905,0.351351351351351,V0.5_c2,nobgs,4
0.025,0.5,2,emx,36608,7,7,1,1,37,35,0.142857142857143,0.027027027027027,V0.5_c2,nobgs,4
0.025,0.5,2,lfm,36608,113,112,11,13,37,35,0.0982142857142857,0.351351351351351,V0.5_c2,nobgs,4
0.025,0.5,5,emx,16147,28,27,5,6,37,35,0.185185185185185,0.162162162162162,V0.5_c2,nobgs,4
0.025,0.5,5,lfm,16147,116,115,13,15,37,35,0.11304347826087,0.405405405405405,V0.5_c2,nobgs,4
0.025,0.65,1,emx,70294,10,10,1,1,37,35,0.1,0.027027027027027,V0.5_c2,nobgs,4
0.025,0.65,1,lfm,70294,102,101,11,13,37,35,0.108910891089109,0.351351351351351,V0.5_c2,nobgs,4
0.025,0.65,2,emx,35344,8,8,2,2,37,35,0.25,0.0540540540540541,V0.5_c2,nobgs,4
0.025,0.65,2,lfm,35344,105,104,12,14,37,35,0.115384615384615,0.378378378378378,V0.5_c2,nobgs,4
0.025,0.65,5,emx,15677,19,18,2,2,37,35,0.111111111111111,0.0540540540540541,V0.5_c2,nobgs,4
0.025,0.65,5,lfm,15677,114,113,13,15,37,35,0.115044247787611,0.405405405405405,V0.5_c2,nobgs,4
0.05,0.35,1,emx,78670,68,67,8,8,37,35,0.119402985074627,0.216216216216216,V0.5_c2,nobgs,4
0.05,0.35,1,lfm,78670,204,203,14,15,37,35,0.0689655172413793,0.405405405405405,V0.5_c2,nobgs,4
0.05,0.35,2,emx,40547,83,82,7,7,37,35,0.0853658536585366,0.189189189189189,V0.5_c2,nobgs,4
0.05,0.35,2,lfm,40547,224,222,14,15,37,35,0.0630630630630631,0.405405405405405,V0.5_c2,nobgs,4
0.05,0.35,5,emx,17874,86,85,8,8,37,35,0.0941176470588235,0.216216216216216,V0.5_c2,nobgs,4
0.05,0.35,5,lfm,17874,213,210,14,15,37,35,0.0666666666666667,0.405405405405405,V0.5_c2,nobgs,4
0.05,0.5,1,emx,78574,65,64,8,8,37,35,0.125,0.216216216216216,V0.5_c2,nobgs,4
0.05,0.5,1,lfm,78574,203,202,14,15,37,35,0.0693069306930693,0.405405405405405,V0.5_c2,nobgs,4
0.05,0.5,2,emx,40499,87,86,8,8,37,35,0.0930232558139535,0.216216216216216,V0.5_c2,nobgs,4
0.05,0.5,2,lfm,40499,223,221,15,16,37,35,0.0678733031674208,0.432432432432432,V0.5_c2,nobgs,4
0.05,0.5,5,emx,17867,85,84,8,8,37,35,0.0952380952380952,0.216216216216216,V0.5_c2,nobgs,4
0.05,0.5,5,lfm,17867,212,209,14,15,37,35,0.0669856459330144,0.405405405405405,V0.5_c2,nobgs,4
0.05,0.65,1,emx,78398,65,64,8,8,37,35,0.125,0.216216216216216,V0.5_c2,nobgs,4
0.05,0.65,1,lfm,78398,202,201,14,15,37,35,0.0696517412935323,0.405405405405405,V0.5_c2,nobgs,4
0.05,0.65,2,emx,40466,87,86,8,8,37,35,0.0930232558139535,0.216216216216216,V0.5_c2,nobgs,4
0.05,0.65,2,lfm,40466,223,221,15,16,37,35,0.0678733031674208,0.432432432432432,V0.5_c2,nobgs,4
0.05,0.65,5,emx,17865,85,84,9,9,37,35,0.107142857142857,0.243243243243243,V0.5_c2,nobgs,4
0.05,0.65,5,lfm,17865,212,209,15,16,37,35,0.0717703349282297,0.432432432432432,V0.5_c2,nobgs,4
0.0125,0.35,1,emx,69798,2,2,0,0,38,31,0,0,V0.5_c2,nobgs,5
0.0125,0.35,1,lfm,69798,121,120,12,17,38,31,0.1,0.447368421052632,V0.5_c2,nobgs,5
0.0125,0.35,2,emx,33912,4,4,1,3,38,31,0.25,0.0789473684210526,V0.5_c2,nobgs,5
0.0125,0.35,2,lfm,33912,139,138,13,18,38,31,0.0942028985507246,0.473684210526316,V0.5_c2,nobgs,5
0.0125,0.35,5,emx,14551,6,6,1,3,38,31,0.166666666666667,0.0789473684210526,V0.5_c2,nobgs,5
0.0125,0.35,5,lfm,14551,141,139,11,16,38,31,0.079136690647482,0.421052631578947,V0.5_c2,nobgs,5
0.0125,0.5,1,emx,60717,0,0,0,0,38,31,0,0,V0.5_c2,nobgs,5
0.0125,0.5,1,lfm,60717,112,110,12,17,38,31,0.109090909090909,0.447368421052632,V0.5_c2,nobgs,5
0.0125,0.5,2,emx,28210,2,2,1,1,38,31,0.5,0.0263157894736842,V0.5_c2,nobgs,5
0.0125,0.5,2,lfm,28210,131,129,12,17,38,31,0.0930232558139535,0.447368421052632,V0.5_c2,nobgs,5
0.0125,0.5,5,emx,12912,3,3,2,4,38,31,0.666666666666667,0.105263157894737,V0.5_c2,nobgs,5
0.0125,0.5,5,lfm,12912,136,134,12,17,38,31,0.0895522388059701,0.447368421052632,V0.5_c2,nobgs,5
0.0125,0.65,1,emx,50060,0,0,0,0,38,31,0,0,V0.5_c2,nobgs,5
0.0125,0.65,1,lfm,50060,105,103,11,15,38,31,0.106796116504854,0.394736842105263,V0.5_c2,nobgs,5
0.0125,0.65,2,emx,23876,1,1,1,1,38,31,1,0.0263157894736842,V0.5_c2,nobgs,5
0.0125,0.65,2,lfm,23876,123,121,12,17,38,31,0.0991735537190083,0.447368421052632,V0.5_c2,nobgs,5
0.0125,0.65,5,emx,11356,1,1,1,1,38,31,1,0.0263157894736842,V0.5_c2,nobgs,5
0.0125,0.65,5,lfm,11356,127,125,12,17,38,31,0.096,0.447368421052632,V0.5_c2,nobgs,5
0.025,0.35,1,emx,74603,0,0,0,0,38,31,0,0,V0.5_c2,nobgs,5
0.025,0.35,1,lfm,74603,177,176,12,17,38,31,0.0681818181818182,0.447368421052632,V0.5_c2,nobgs,5
0.025,0.35,2,emx,37947,2,2,0,0,38,31,0,0,V0.5_c2,nobgs,5
0.025,0.35,2,lfm,37947,200,199,12,17,38,31,0.0603015075376884,0.447368421052632,V0.5_c2,nobgs,5
0.025,0.35,5,emx,16731,13,13,2,4,38,31,0.153846153846154,0.105263157894737,V0.5_c2,nobgs,5
0.025,0.35,5,lfm,16731,214,212,10,15,38,31,0.0471698113207547,0.394736842105263,V0.5_c2,nobgs,5
0.025,0.5,1,emx,71812,0,0,0,0,38,31,0,0,V0.5_c2,nobgs,5
0.025,0.5,1,lfm,71812,164,161,12,17,38,31,0.0745341614906832,0.447368421052632,V0.5_c2,nobgs,5
0.025,0.5,2,emx,36119,0,0,0,0,38,31,0,0,V0.5_c2,nobgs,5
0.025,0.5,2,lfm,36119,188,185,12,17,38,31,0.0648648648648649,0.447368421052632,V0.5_c2,nobgs,5
0.025,0.5,5,emx,16163,7,7,2,4,38,31,0.285714285714286,0.105263157894737,V0.5_c2,nobgs,5
0.025,0.5,5,lfm,16163,201,198,12,17,38,31,0.0606060606060606,0.447368421052632,V0.5_c2,nobgs,5
0.025,0.65,1,emx,68476,0,0,0,0,38,31,0,0,V0.5_c2,nobgs,5
0.025,0.65,1,lfm,68476,155,152,12,17,38,31,0.0789473684210526,0.447368421052632,V0.5_c2,nobgs,5
0.025,0.65,2,emx,34820,0,0,0,0,38,31,0,0,V0.5_c2,nobgs,5
0.025,0.65,2,lfm,34820,181,178,12,17,38,31,0.0674157303370787,0.447368421052632,V0.5_c2,nobgs,5
0.025,0.65,5,emx,15652,9,9,3,5,38,31,0.333333333333333,0.131578947368421,V0.5_c2,nobgs,5
0.025,0.65,5,lfm,15652,189,187,12,17,38,31,0.0641711229946524,0.447368421052632,V0.5_c2,nobgs,5
0.05,0.35,1,emx,76937,0,0,0,0,38,31,0,0,V0.5_c2,nobgs,5
0.05,0.35,1,lfm,76937,279,279,13,16,38,31,0.0465949820788531,0.421052631578947,V0.5_c2,nobgs,5
0.05,0.35,2,emx,40016,18,18,2,4,38,31,0.111111111111111,0.105263157894737,V0.5_c2,nobgs,5
0.05,0.35,2,lfm,40016,326,325,14,17,38,31,0.0430769230769231,0.447368421052632,V0.5_c2,nobgs,5
0.05,0.35,5,emx,17875,66,66,4,6,38,31,0.0606060606060606,0.157894736842105,V0.5_c2,nobgs,5
0.05,0.35,5,lfm,17875,291,289,10,13,38,31,0.0346020761245675,0.342105263157895,V0.5_c2,nobgs,5
0.05,0.5,1,emx,76791,0,0,0,0,38,31,0,0,V0.5_c2,nobgs,5
0.05,0.5,1,lfm,76791,279,279,13,16,38,31,0.0465949820788531,0.421052631578947,V0.5_c2,nobgs,5
0.05,0.5,2,emx,39939,25,25,2,4,38,31,0.08,0.105263157894737,V0.5_c2,nobgs,5
0.05,0.5,2,lfm,39939,326,325,13,16,38,31,0.04,0.421052631578947,V0.5_c2,nobgs,5
0.05,0.5,5,emx,17869,68,68,4,6,38,31,0.0588235294117647,0.157894736842105,V0.5_c2,nobgs,5
0.05,0.5,5,lfm,17869,292,290,10,13,38,31,0.0344827586206897,0.342105263157895,V0.5_c2,nobgs,5
0.05,0.65,1,emx,76611,0,0,0,0,38,31,0,0,V0.5_c2,nobgs,5
0.05,0.65,1,lfm,76611,277,277,13,16,38,31,0.0469314079422383,0.421052631578947,V0.5_c2,nobgs,5
0.05,0.65,2,emx,39892,25,25,2,4,38,31,0.08,0.105263157894737,V0.5_c2,nobgs,5
0.05,0.65,2,lfm,39892,325,324,13,16,38,31,0.0401234567901235,0.421052631578947,V0.5_c2,nobgs,5
0.05,0.65,5,emx,17869,66,66,4,6,38,31,0.0606060606060606,0.157894736842105,V0.5_c2,nobgs,5
0.05,0.65,5,lfm,17869,291,289,10,13,38,31,0.0346020761245675,0.342105263157895,V0.5_c2,nobgs,5
0.0125,0.35,1,emx,71489,74,73,6,7,27,27,0.0821917808219178,0.259259259259259,V0.5_c2,nobgs,6
0.0125,0.35,1,lfm,71489,606,604,12,13,27,27,0.0198675496688742,0.481481481481482,V0.5_c2,nobgs,6
0.0125,0.35,2,emx,34469,88,87,6,7,27,27,0.0689655172413793,0.259259259259259,V0.5_c2,nobgs,6
0.0125,0.35,2,lfm,34469,588,587,11,12,27,27,0.0187393526405451,0.444444444444444,V0.5_c2,nobgs,6
0.0125,0.35,5,emx,14795,90,89,6,7,27,27,0.0674157303370787,0.259259259259259,V0.5_c2,nobgs,6
0.0125,0.35,5,lfm,14795,405,403,11,12,27,27,0.0272952853598015,0.444444444444444,V0.5_c2,nobgs,6
0.0125,0.5,1,emx,62467,73,72,6,7,27,27,0.0833333333333333,0.259259259259259,V0.5_c2,nobgs,6
0.0125,0.5,1,lfm,62467,443,441,12,13,27,27,0.0272108843537415,0.481481481481482,V0.5_c2,nobgs,6
0.0125,0.5,2,emx,28898,78,77,6,7,27,27,0.0779220779220779,0.259259259259259,V0.5_c2,nobgs,6
0.0125,0.5,2,lfm,28898,427,426,11,12,27,27,0.0258215962441315,0.444444444444444,V0.5_c2,nobgs,6
0.0125,0.5,5,emx,13226,84,83,6,7,27,27,0.072289156626506,0.259259259259259,V0.5_c2,nobgs,6
0.0125,0.5,5,lfm,13226,361,360,11,12,27,27,0.0305555555555556,0.444444444444444,V0.5_c2,nobgs,6
0.0125,0.65,1,emx,51756,53,52,6,7,27,27,0.115384615384615,0.259259259259259,V0.5_c2,nobgs,6
0.0125,0.65,1,lfm,51756,330,328,11,13,27,27,0.0335365853658537,0.481481481481482,V0.5_c2,nobgs,6
0.0125,0.65,2,emx,24632,63,62,6,7,27,27,0.0967741935483871,0.259259259259259,V0.5_c2,nobgs,6
0.0125,0.65,2,lfm,24632,325,324,12,14,27,27,0.037037037037037,0.518518518518519,V0.5_c2,nobgs,6
0.0125,0.65,5,emx,11629,69,68,6,7,27,27,0.0882352941176471,0.259259259259259,V0.5_c2,nobgs,6
0.0125,0.65,5,lfm,11629,318,317,12,14,27,27,0.0378548895899054,0.518518518518519,V0.5_c2,nobgs,6
0.025,0.35,1,emx,76128,116,115,7,7,27,27,0.0608695652173913,0.259259259259259,V0.5_c2,nobgs,6
0.025,0.35,1,lfm,76128,827,825,14,14,27,27,0.016969696969697,0.518518518518519,V0.5_c2,nobgs,6
0.025,0.35,2,emx,38413,132,131,7,7,27,27,0.0534351145038168,0.259259259259259,V0.5_c2,nobgs,6
0.025,0.35,2,lfm,38413,784,783,13,13,27,27,0.016602809706258,0.481481481481482,V0.5_c2,nobgs,6
0.025,0.35,5,emx,16929,146,145,8,8,27,27,0.0551724137931035,0.296296296296296,V0.5_c2,nobgs,6
0.025,0.35,5,lfm,16929,517,515,13,13,27,27,0.0252427184466019,0.481481481481482,V0.5_c2,nobgs,6
0.025,0.5,1,emx,73578,109,108,7,7,27,27,0.0648148148148148,0.259259259259259,V0.5_c2,nobgs,6
0.025,0.5,1,lfm,73578,730,728,14,14,27,27,0.0192307692307692,0.518518518518519,V0.5_c2,nobgs,6
0.025,0.5,2,emx,36784,123,122,7,7,27,27,0.0573770491803279,0.259259259259259,V0.5_c2,nobgs,6
0.025,0.5,2,lfm,36784,708,707,13,13,27,27,0.0183875530410184,0.481481481481482,V0.5_c2,nobgs,6
0.025,0.5,5,emx,16440,137,136,7,7,27,27,0.0514705882352941,0.259259259259259,V0.5_c2,nobgs,6
0.025,0.5,5,lfm,16440,488,487,13,13,27,27,0.026694045174538,0.481481481481482,V0.5_c2,nobgs,6
0.025,0.65,1,emx,70395,91,90,7,7,27,27,0.0777777777777778,0.259259259259259,V0.5_c2,nobgs,6
0.025,0.65,1,lfm,70395,665,662,13,13,27,27,0.0196374622356495,0.481481481481482,V0.5_c2,nobgs,6
0.025,0.65,2,emx,35578,97,96,7,7,27,27,0.0729166666666667,0.259259259259259,V0.5_c2,nobgs,6
0.025,0.65,2,lfm,35578,661,659,14,14,27,27,0.0212443095599393,0.518518518518519,V0.5_c2,nobgs,6
0.025,0.65,5,emx,15968,112,111,7,7,27,27,0.0630630630630631,0.259259259259259,V0.5_c2,nobgs,6
0.025,0.65,5,lfm,15968,472,470,14,14,27,27,0.0297872340425532,0.518518518518519,V0.5_c2,nobgs,6
0.05,0.35,1,emx,78461,196,196,6,6,27,27,0.0306122448979592,0.222222222222222,V0.5_c2,nobgs,6
0.05,0.35,1,lfm,78461,1160,1154,12,12,27,27,0.0103986135181976,0.444444444444444,V0.5_c2,nobgs,6
0.05,0.35,2,emx,40493,233,231,6,6,27,27,0.025974025974026,0.222222222222222,V0.5_c2,nobgs,6
0.05,0.35,2,lfm,40493,1093,1087,11,11,27,27,0.0101195952161914,0.407407407407407,V0.5_c2,nobgs,6
0.05,0.35,5,emx,18109,206,205,6,6,27,27,0.0292682926829268,0.222222222222222,V0.5_c2,nobgs,6
0.05,0.35,5,lfm,18109,704,701,11,11,27,27,0.0156918687589158,0.407407407407407,V0.5_c2,nobgs,6
0.05,0.5,1,emx,78352,195,195,6,6,27,27,0.0307692307692308,0.222222222222222,V0.5_c2,nobgs,6
0.05,0.5,1,lfm,78352,1160,1154,12,12,27,27,0.0103986135181976,0.444444444444444,V0.5_c2,nobgs,6
0.05,0.5,2,emx,40444,232,230,6,6,27,27,0.0260869565217391,0.222222222222222,V0.5_c2,nobgs,6
0.05,0.5,2,lfm,40444,1092,1086,11,11,27,27,0.0101289134438306,0.407407407407407,V0.5_c2,nobgs,6
0.05,0.5,5,emx,18115,206,205,6,6,27,27,0.0292682926829268,0.222222222222222,V0.5_c2,nobgs,6
0.05,0.5,5,lfm,18115,705,702,11,11,27,27,0.0156695156695157,0.407407407407407,V0.5_c2,nobgs,6
0.05,0.65,1,emx,78184,195,195,6,6,27,27,0.0307692307692308,0.222222222222222,V0.5_c2,nobgs,6
0.05,0.65,1,lfm,78184,1154,1148,12,12,27,27,0.0104529616724739,0.444444444444444,V0.5_c2,nobgs,6
0.05,0.65,2,emx,40413,232,230,6,6,27,27,0.0260869565217391,0.222222222222222,V0.5_c2,nobgs,6
0.05,0.65,2,lfm,40413,1088,1082,11,11,27,27,0.0101663585951941,0.407407407407407,V0.5_c2,nobgs,6
0.05,0.65,5,emx,18114,206,205,6,6,27,27,0.0292682926829268,0.222222222222222,V0.5_c2,nobgs,6
0.05,0.65,5,lfm,18114,705,702,11,11,27,27,0.0156695156695157,0.407407407407407,V0.5_c2,nobgs,6
0.0125,0.35,1,emx,71175,45,45,6,7,35,35,0.133333333333333,0.2,V0.5_c2,nobgs,7
0.0125,0.35,1,lfm,71175,129,128,11,12,35,35,0.0859375,0.342857142857143,V0.5_c2,nobgs,7
0.0125,0.35,2,emx,34514,53,53,6,7,35,35,0.113207547169811,0.2,V0.5_c2,nobgs,7
0.0125,0.35,2,lfm,34514,145,145,11,12,35,35,0.0758620689655172,0.342857142857143,V0.5_c2,nobgs,7
0.0125,0.35,5,emx,14685,50,50,6,7,35,35,0.12,0.2,V0.5_c2,nobgs,7
0.0125,0.35,5,lfm,14685,132,132,9,10,35,35,0.0681818181818182,0.285714285714286,V0.5_c2,nobgs,7
0.0125,0.5,1,emx,61989,37,37,5,6,35,35,0.135135135135135,0.171428571428571,V0.5_c2,nobgs,7
0.0125,0.5,1,lfm,61989,105,104,11,12,35,35,0.105769230769231,0.342857142857143,V0.5_c2,nobgs,7
0.0125,0.5,2,emx,28869,44,44,6,7,35,35,0.136363636363636,0.2,V0.5_c2,nobgs,7
0.0125,0.5,2,lfm,28869,114,114,11,12,35,35,0.0964912280701754,0.342857142857143,V0.5_c2,nobgs,7
0.0125,0.5,5,emx,13067,50,50,6,7,35,35,0.12,0.2,V0.5_c2,nobgs,7
0.0125,0.5,5,lfm,13067,134,134,9,10,35,35,0.0671641791044776,0.285714285714286,V0.5_c2,nobgs,7
0.0125,0.65,1,emx,51181,29,29,4,5,35,35,0.137931034482759,0.142857142857143,V0.5_c2,nobgs,7
0.0125,0.65,1,lfm,51181,98,98,11,13,35,35,0.112244897959184,0.371428571428571,V0.5_c2,nobgs,7
0.0125,0.65,2,emx,24419,44,44,6,8,35,35,0.136363636363636,0.228571428571429,V0.5_c2,nobgs,7
0.0125,0.65,2,lfm,24419,105,105,11,13,35,35,0.104761904761905,0.371428571428571,V0.5_c2,nobgs,7
0.0125,0.65,5,emx,11489,47,47,6,8,35,35,0.127659574468085,0.228571428571429,V0.5_c2,nobgs,7
0.0125,0.65,5,lfm,11489,121,121,12,14,35,35,0.0991735537190083,0.4,V0.5_c2,nobgs,7
0.025,0.35,1,emx,76213,60,60,8,8,35,35,0.133333333333333,0.228571428571429,V0.5_c2,nobgs,7
0.025,0.35,1,lfm,76213,183,183,13,13,35,35,0.0710382513661202,0.371428571428571,V0.5_c2,nobgs,7
0.025,0.35,2,emx,38731,67,67,8,8,35,35,0.119402985074627,0.228571428571429,V0.5_c2,nobgs,7
0.025,0.35,2,lfm,38731,197,197,12,12,35,35,0.0609137055837564,0.342857142857143,V0.5_c2,nobgs,7
0.025,0.35,5,emx,16913,60,60,7,7,35,35,0.116666666666667,0.2,V0.5_c2,nobgs,7
0.025,0.35,5,lfm,16913,195,195,10,10,35,35,0.0512820512820513,0.285714285714286,V0.5_c2,nobgs,7
0.025,0.5,1,emx,73710,51,51,5,5,35,35,0.0980392156862745,0.142857142857143,V0.5_c2,nobgs,7
0.025,0.5,1,lfm,73710,154,154,13,13,35,35,0.0844155844155844,0.371428571428571,V0.5_c2,nobgs,7
0.025,0.5,2,emx,37173,62,62,8,8,35,35,0.129032258064516,0.228571428571429,V0.5_c2,nobgs,7
0.025,0.5,2,lfm,37173,174,174,12,12,35,35,0.0689655172413793,0.342857142857143,V0.5_c2,nobgs,7
0.025,0.5,5,emx,16422,62,62,7,7,35,35,0.112903225806452,0.2,V0.5_c2,nobgs,7
0.025,0.5,5,lfm,16422,198,198,10,10,35,35,0.0505050505050505,0.285714285714286,V0.5_c2,nobgs,7
0.025,0.65,1,emx,70411,41,41,4,4,35,35,0.0975609756097561,0.114285714285714,V0.5_c2,nobgs,7
0.025,0.65,1,lfm,70411,142,142,13,13,35,35,0.0915492957746479,0.371428571428571,V0.5_c2,nobgs,7
0.025,0.65,2,emx,35865,55,55,7,7,35,35,0.127272727272727,0.2,V0.5_c2,nobgs,7
0.025,0.65,2,lfm,35865,161,161,12,12,35,35,0.0745341614906832,0.342857142857143,V0.5_c2,nobgs,7
0.025,0.65,5,emx,15973,57,57,7,7,35,35,0.12280701754386,0.2,V0.5_c2,nobgs,7
0.025,0.65,5,lfm,15973,195,195,11,11,35,35,0.0564102564102564,0.314285714285714,V0.5_c2,nobgs,7
0.05,0.35,1,emx,78481,79,79,7,7,35,35,0.0886075949367089,0.2,V0.5_c2,nobgs,7
0.05,0.35,1,lfm,78481,295,294,11,11,35,35,0.0374149659863946,0.314285714285714,V0.5_c2,nobgs,7
0.05,0.35,2,emx,40740,96,96,8,8,35,35,0.0833333333333333,0.228571428571429,V0.5_c2,nobgs,7
0.05,0.35,2,lfm,40740,340,339,11,11,35,35,0.0324483775811209,0.314285714285714,V0.5_c2,nobgs,7
0.05,0.35,5,emx,17991,82,82,7,7,35,35,0.0853658536585366,0.2,V0.5_c2,nobgs,7
0.05,0.35,5,lfm,17991,295,295,10,10,35,35,0.0338983050847458,0.285714285714286,V0.5_c2,nobgs,7
0.05,0.5,1,emx,78375,79,79,7,7,35,35,0.0886075949367089,0.2,V0.5_c2,nobgs,7
0.05,0.5,1,lfm,78375,295,294,11,11,35,35,0.0374149659863946,0.314285714285714,V0.5_c2,nobgs,7
0.05,0.5,2,emx,40683,96,96,8,8,35,35,0.0833333333333333,0.228571428571429,V0.5_c2,nobgs,7
0.05,0.5,2,lfm,40683,340,339,11,11,35,35,0.0324483775811209,0.314285714285714,V0.5_c2,nobgs,7
0.05,0.5,5,emx,17984,82,82,7,7,35,35,0.0853658536585366,0.2,V0.5_c2,nobgs,7
0.05,0.5,5,lfm,17984,295,295,11,11,35,35,0.0372881355932203,0.314285714285714,V0.5_c2,nobgs,7
0.05,0.65,1,emx,78229,79,79,7,7,35,35,0.0886075949367089,0.2,V0.5_c2,nobgs,7
0.05,0.65,1,lfm,78229,293,293,11,11,35,35,0.037542662116041,0.314285714285714,V0.5_c2,nobgs,7
0.05,0.65,2,emx,40650,96,96,8,8,35,35,0.0833333333333333,0.228571428571429,V0.5_c2,nobgs,7
0.05,0.65,2,lfm,40650,341,340,11,11,35,35,0.0323529411764706,0.314285714285714,V0.5_c2,nobgs,7
0.05,0.65,5,emx,17978,82,82,7,7,35,35,0.0853658536585366,0.2,V0.5_c2,nobgs,7
0.05,0.65,5,lfm,17978,295,295,11,11,35,35,0.0372881355932203,0.314285714285714,V0.5_c2,nobgs,7
0.0125,0.35,1,emx,72184,106,105,6,7,33,29,0.0571428571428571,0.212121212121212,V0.5_c2,nobgs,8
0.0125,0.35,1,lfm,72184,346,342,13,15,33,29,0.0380116959064327,0.454545454545455,V0.5_c2,nobgs,8
0.0125,0.35,2,emx,34937,104,102,6,7,33,29,0.0588235294117647,0.212121212121212,V0.5_c2,nobgs,8
0.0125,0.35,2,lfm,34937,327,323,12,14,33,29,0.0371517027863777,0.424242424242424,V0.5_c2,nobgs,8
0.0125,0.35,5,emx,14791,102,100,6,7,33,29,0.06,0.212121212121212,V0.5_c2,nobgs,8
0.0125,0.35,5,lfm,14791,225,222,11,13,33,29,0.0495495495495496,0.393939393939394,V0.5_c2,nobgs,8
0.0125,0.5,1,emx,62983,83,82,6,7,33,29,0.0731707317073171,0.212121212121212,V0.5_c2,nobgs,8
