tag	cell	rep	method	scheme	sum_E_null	sum_n_obs	sum_TP	sum_FP	n_envs	R_null_obs	FDP_truth	above_one
bgs	V2_c1	4	EMMAX consensus	Group permutation	6.535	3	1	2	10	2.17833333333333	0.666666666666667	TRUE
bgs	V2_c1	4	EMMAX consensus	Kinship-matched (MVN)	0.505	3	1	2	10	0.168333333333333	0.666666666666667	FALSE
bgs	V2_c1	4	EMMAX consensus	Spatial MVN	3.785	3	1	2	10	1.26166666666667	0.666666666666667	TRUE
bgs	V2_c1	4	EMMAX Simes	Group permutation	6	4	2	2	10	1.5	0.5	TRUE
bgs	V2_c1	4	EMMAX Simes	Kinship-matched (MVN)	0.475	4	2	2	10	0.11875	0.5	FALSE
bgs	V2_c1	4	EMMAX Simes	Spatial MVN	3.495	4	2	2	10	0.87375	0.5	FALSE
bgs	V2_c1	5	EMMAX consensus	Group permutation	6.535	6	4	2	10	1.08916666666667	0.333333333333333	TRUE
bgs	V2_c1	5	EMMAX consensus	Kinship-matched (MVN)	0.59	6	4	2	10	0.0983333333333333	0.333333333333333	FALSE
bgs	V2_c1	5	EMMAX consensus	Spatial MVN	3.12	6	4	2	10	0.52	0.333333333333333	FALSE
bgs	V2_c1	5	EMMAX Simes	Group permutation	5.3	6	4	2	10	0.883333333333333	0.333333333333333	FALSE
bgs	V2_c1	5	EMMAX Simes	Kinship-matched (MVN)	0.495	6	4	2	10	0.0825	0.333333333333333	FALSE
bgs	V2_c1	5	EMMAX Simes	Spatial MVN	2.72	6	4	2	10	0.453333333333333	0.333333333333333	FALSE
bgs	V2_c1	6	EMMAX consensus	Group permutation	4.5	8	3	5	10	0.5625	0.625	FALSE
bgs	V2_c1	6	EMMAX consensus	Kinship-matched (MVN)	0.515	8	3	5	10	0.064375	0.625	FALSE
bgs	V2_c1	6	EMMAX consensus	Spatial MVN	3.355	8	3	5	10	0.419375	0.625	FALSE
bgs	V2_c1	6	EMMAX Simes	Group permutation	4.485	5	3	2	10	0.897	0.4	FALSE
bgs	V2_c1	6	EMMAX Simes	Kinship-matched (MVN)	0.515	5	3	2	10	0.103	0.4	FALSE
bgs	V2_c1	6	EMMAX Simes	Spatial MVN	2.63	5	3	2	10	0.526	0.4	FALSE
bgs	V2_c1.5	1	EMMAX consensus	Group permutation	15.22	43	2	41	10	0.353953488372093	0.953488372093023	FALSE
bgs	V2_c1.5	1	EMMAX consensus	Kinship-matched (MVN)	0.585	43	2	41	10	0.0136046511627907	0.953488372093023	FALSE
bgs	V2_c1.5	1	EMMAX consensus	Spatial MVN	100.48	43	2	41	10	2.33674418604651	0.953488372093023	TRUE
bgs	V2_c1.5	1	EMMAX Simes	Group permutation	13.945	21	2	19	10	0.664047619047619	0.904761904761905	FALSE
bgs	V2_c1.5	1	EMMAX Simes	Kinship-matched (MVN)	0.53	21	2	19	10	0.0252380952380952	0.904761904761905	FALSE
bgs	V2_c1.5	1	EMMAX Simes	Spatial MVN	73.595	21	2	19	10	3.50452380952381	0.904761904761905	TRUE
bgs	V2_c1.5	2	EMMAX consensus	Group permutation	14.485	25	3	22	10	0.5794	0.88	FALSE
bgs	V2_c1.5	2	EMMAX consensus	Kinship-matched (MVN)	0.545	25	3	22	10	0.0218	0.88	FALSE
bgs	V2_c1.5	2	EMMAX consensus	Spatial MVN	104.09	25	3	22	10	4.1636	0.88	TRUE
bgs	V2_c1.5	2	EMMAX Simes	Group permutation	13.66	24	2	22	10	0.569166666666667	0.916666666666667	FALSE
bgs	V2_c1.5	2	EMMAX Simes	Kinship-matched (MVN)	0.49	24	2	22	10	0.0204166666666667	0.916666666666667	FALSE
bgs	V2_c1.5	2	EMMAX Simes	Spatial MVN	80.26	24	2	22	10	3.34416666666667	0.916666666666667	TRUE
bgs	V2_c1.5	5	EMMAX consensus	Group permutation	16.975	14	1	13	10	1.2125	0.928571428571429	TRUE
bgs	V2_c1.5	5	EMMAX consensus	Kinship-matched (MVN)	0.615	14	1	13	10	0.0439285714285714	0.928571428571429	FALSE
bgs	V2_c1.5	5	EMMAX consensus	Spatial MVN	90.855	14	1	13	10	6.48964285714286	0.928571428571429	TRUE
bgs	V2_c1.5	5	EMMAX Simes	Group permutation	17.115	12	1	11	10	1.42625	0.916666666666667	TRUE
bgs	V2_c1.5	5	EMMAX Simes	Kinship-matched (MVN)	0.57	12	1	11	10	0.0475	0.916666666666667	FALSE
bgs	V2_c1.5	5	EMMAX Simes	Spatial MVN	71.455	12	1	11	10	5.95458333333333	0.916666666666667	TRUE
bgs	V2_c1.5	8	EMMAX consensus	Group permutation	14.7	24	2	22	10	0.6125	0.916666666666667	FALSE
bgs	V2_c1.5	8	EMMAX consensus	Kinship-matched (MVN)	0.705	24	2	22	10	0.029375	0.916666666666667	FALSE
bgs	V2_c1.5	8	EMMAX consensus	Spatial MVN	106.43	24	2	22	10	4.43458333333333	0.916666666666667	TRUE
bgs	V2_c1.5	8	EMMAX Simes	Group permutation	14.045	28	3	25	10	0.501607142857143	0.892857142857143	FALSE
bgs	V2_c1.5	8	EMMAX Simes	Kinship-matched (MVN)	0.62	28	3	25	10	0.0221428571428571	0.892857142857143	FALSE
bgs	V2_c1.5	8	EMMAX Simes	Spatial MVN	82.395	28	3	25	10	2.94267857142857	0.892857142857143	TRUE
bgs	V2_c1.5	9	EMMAX consensus	Group permutation	12.96	22	0	22	10	0.589090909090909	1	FALSE
bgs	V2_c1.5	9	EMMAX consensus	Kinship-matched (MVN)	0.48	22	0	22	10	0.0218181818181818	1	FALSE
bgs	V2_c1.5	9	EMMAX consensus	Spatial MVN	93.475	22	0	22	10	4.24886363636364	1	TRUE
bgs	V2_c1.5	9	EMMAX Simes	Group permutation	12.355	16	0	16	10	0.7721875	1	FALSE
bgs	V2_c1.5	9	EMMAX Simes	Kinship-matched (MVN)	0.37	16	0	16	10	0.023125	1	FALSE
bgs	V2_c1.5	9	EMMAX Simes	Spatial MVN	68.8	16	0	16	10	4.3	1	TRUE
nobgs	V0.5_c1	2	EMMAX consensus	Group permutation	16.325	17	10	7	10	0.960294117647059	0.411764705882353	FALSE
nobgs	V0.5_c1	2	EMMAX consensus	Kinship-matched (MVN)	0.62	17	10	7	10	0.0364705882352941	0.411764705882353	FALSE
nobgs	V0.5_c1	2	EMMAX consensus	Spatial MVN	1.975	17	10	7	10	0.116176470588235	0.411764705882353	FALSE
nobgs	V0.5_c1	2	EMMAX Simes	Group permutation	14.81	14	10	4	10	1.05785714285714	0.285714285714286	TRUE
nobgs	V0.5_c1	2	EMMAX Simes	Kinship-matched (MVN)	0.58	14	10	4	10	0.0414285714285714	0.285714285714286	FALSE
nobgs	V0.5_c1	2	EMMAX Simes	Spatial MVN	1.935	14	10	4	10	0.138214285714286	0.285714285714286	FALSE
nobgs	V0.5_c1	3	EMMAX consensus	Group permutation	15.745	20	12	8	10	0.78725	0.4	FALSE
