tag	cell	rep	env	method	scheme	B	mean_null	max_null	n_obs_regions	TP	FP	ratio_null_obs	FDP_truth
bgs	V0.5_c2	6	5	emmax_consensus	spatial	200	40.11	81	6	0	6	6.685	1
bgs	V0.5_c2	6	5	emmax_simes	group	200	7.715	23	11	0	11	0.701363636363636	1
bgs	V0.5_c2	6	5	emmax_simes	mvn	200	0.06	2	11	0	11	0.00545454545454545	1
bgs	V0.5_c2	6	5	emmax_simes	spatial	200	43.43	76	11	0	11	3.94818181818182	1
bgs	V0.5_c2	6	6	emmax_consensus	group	200	11.415	29	11	0	11	1.03772727272727	1
bgs	V0.5_c2	6	6	emmax_consensus	mvn	200	0.05	2	11	0	11	0.00454545454545455	1
bgs	V0.5_c2	6	6	emmax_consensus	spatial	200	33.525	94	11	0	11	3.04772727272727	1
bgs	V0.5_c2	6	6	emmax_simes	group	200	17.255	31	14	0	14	1.2325	1
bgs	V0.5_c2	6	6	emmax_simes	mvn	200	0.08	2	14	0	14	0.00571428571428571	1
bgs	V0.5_c2	6	6	emmax_simes	spatial	200	36.14	97	14	0	14	2.58142857142857	1
bgs	V0.5_c2	6	7	emmax_consensus	group	200	0.865	7	8	0	8	0.108125	1
bgs	V0.5_c2	6	7	emmax_consensus	mvn	200	0.035	1	8	0	8	0.004375	1
bgs	V0.5_c2	6	7	emmax_consensus	spatial	200	36.915	96	8	0	8	4.614375	1
bgs	V0.5_c2	6	7	emmax_simes	group	200	2.325	21	17	1	16	0.136764705882353	0.941176470588235
bgs	V0.5_c2	6	7	emmax_simes	mvn	200	0.05	3	17	1	16	0.00294117647058824	0.941176470588235
bgs	V0.5_c2	6	7	emmax_simes	spatial	200	42.555	91	17	1	16	2.50323529411765	0.941176470588235
bgs	V0.5_c2	6	8	emmax_consensus	group	200	4.395	14	18	1	17	0.244166666666667	0.944444444444444
bgs	V0.5_c2	6	8	emmax_consensus	mvn	200	0.065	2	18	1	17	0.00361111111111111	0.944444444444444
bgs	V0.5_c2	6	8	emmax_consensus	spatial	200	38.445	103	18	1	17	2.13583333333333	0.944444444444444
bgs	V0.5_c2	6	8	emmax_simes	group	200	10.04	20	14	1	13	0.717142857142857	0.928571428571429
bgs	V0.5_c2	6	8	emmax_simes	mvn	200	0.05	1	14	1	13	0.00357142857142857	0.928571428571429
bgs	V0.5_c2	6	8	emmax_simes	spatial	200	40.695	88	14	1	13	2.90678571428571	0.928571428571429
bgs	V0.5_c2	6	9	emmax_consensus	group	200	0.665	5	4	0	4	0.16625	1
bgs	V0.5_c2	6	9	emmax_consensus	mvn	200	0.01	1	4	0	4	0.0025	1
bgs	V0.5_c2	6	9	emmax_consensus	spatial	200	33.68	90	4	0	4	8.42	1
bgs	V0.5_c2	6	9	emmax_simes	group	200	0.885	8	3	0	3	0.295	1
bgs	V0.5_c2	6	9	emmax_simes	mvn	200	0.025	1	3	0	3	0.00833333333333333	1
bgs	V0.5_c2	6	9	emmax_simes	spatial	200	36.93	85	3	0	3	12.31	1
bgs	V0.5_c2	6	10	emmax_consensus	group	200	2.23	14	11	0	11	0.202727272727273	1
bgs	V0.5_c2	6	10	emmax_consensus	mvn	200	0.045	4	11	0	11	0.00409090909090909	1
bgs	V0.5_c2	6	10	emmax_consensus	spatial	200	30.535	91	11	0	11	2.77590909090909	1
bgs	V0.5_c2	6	10	emmax_simes	group	200	7.45	21	17	0	17	0.438235294117647	1
bgs	V0.5_c2	6	10	emmax_simes	mvn	200	0.035	3	17	0	17	0.00205882352941177	1
bgs	V0.5_c2	6	10	emmax_simes	spatial	200	33.025	90	17	0	17	1.94264705882353	1
bgs	V0.5_c2	8	1	emmax_consensus	group	200	0.23	4	0	0	0		
bgs	V0.5_c2	8	1	emmax_consensus	mvn	200	0.045	2	0	0	0		
bgs	V0.5_c2	8	1	emmax_consensus	spatial	200	29.56	84	0	0	0		
bgs	V0.5_c2	8	1	emmax_simes	group	200	0.27	4	0	0	0		
bgs	V0.5_c2	8	1	emmax_simes	mvn	200	0.035	2	0	0	0		
bgs	V0.5_c2	8	1	emmax_simes	spatial	200	31.37	87	0	0	0		
bgs	V0.5_c2	8	2	emmax_consensus	group	200	9.525	20	14	0	14	0.680357142857143	1
bgs	V0.5_c2	8	2	emmax_consensus	mvn	200	0.085	3	14	0	14	0.00607142857142857	1
bgs	V0.5_c2	8	2	emmax_consensus	spatial	200	36.735	121	14	0	14	2.62392857142857	1
bgs	V0.5_c2	8	2	emmax_simes	group	200	15.115	25	19	0	19	0.795526315789474	1
bgs	V0.5_c2	8	2	emmax_simes	mvn	200	0.06	3	19	0	19	0.00315789473684211	1
bgs	V0.5_c2	8	2	emmax_simes	spatial	200	37.98	119	19	0	19	1.99894736842105	1
bgs	V0.5_c2	8	3	emmax_consensus	group	200	5.495	20	22	0	22	0.249772727272727	1
bgs	V0.5_c2	8	3	emmax_consensus	mvn	200	0.07	2	22	0	22	0.00318181818181818	1
bgs	V0.5_c2	8	3	emmax_consensus	spatial	200	33.3	89	22	0	22	1.51363636363636	1
bgs	V0.5_c2	8	3	emmax_simes	group	200	12.245	31	31	1	30	0.395	0.967741935483871
bgs	V0.5_c2	8	3	emmax_simes	mvn	200	0.07	3	31	1	30	0.00225806451612903	0.967741935483871
bgs	V0.5_c2	8	3	emmax_simes	spatial	200	35.155	88	31	1	30	1.13403225806452	0.967741935483871
bgs	V0.5_c2	8	4	emmax_consensus	group	200	0.28	3	6	1	5	0.0466666666666667	0.833333333333333
bgs	V0.5_c2	8	4	emmax_consensus	mvn	200	0.06	6	6	1	5	0.01	0.833333333333333
bgs	V0.5_c2	8	4	emmax_consensus	spatial	200	35.74	120	6	1	5	5.95666666666667	0.833333333333333
bgs	V0.5_c2	8	4	emmax_simes	group	200	0.255	6	24	1	23	0.010625	0.958333333333333
bgs	V0.5_c2	8	4	emmax_simes	mvn	200	0.055	4	24	1	23	0.00229166666666667	0.958333333333333
bgs	V0.5_c2	8	4	emmax_simes	spatial	200	38.83	107	24	1	23	1.61791666666667	0.958333333333333
bgs	V0.5_c2	8	5	emmax_consensus	group	200	3.475	15	4	0	4	0.86875	1
bgs	V0.5_c2	8	5	emmax_consensus	mvn	200	0.06	2	4	0	4	0.015	1
bgs	V0.5_c2	8	5	emmax_consensus	spatial	200	42.425	82	4	0	4	10.60625	1
bgs	V0.5_c2	8	5	emmax_simes	group	200	5.085	23	2	0	2	2.5425	1
bgs	V0.5_c2	8	5	emmax_simes	mvn	200	0.05	2	2	0	2	0.025	1
bgs	V0.5_c2	8	5	emmax_simes	spatial	200	44.76	89	2	0	2	22.38	1
bgs	V0.5_c2	8	6	emmax_consensus	group	200	13.89	25	15	0	15	0.926	1
bgs	V0.5_c2	8	6	emmax_consensus	mvn	200	0.065	2	15	0	15	0.00433333333333333	1
bgs	V0.5_c2	8	6	emmax_consensus	spatial	200	30.805	75	15	0	15	2.05366666666667	1
bgs	V0.5_c2	8	6	emmax_simes	group	200	21.285	33	17	0	17	1.25205882352941	1
bgs	V0.5_c2	8	6	emmax_simes	mvn	200	0.07	2	17	0	17	0.00411764705882353	1
bgs	V0.5_c2	8	6	emmax_simes	spatial	200	31.605	84	17	0	17	1.85911764705882	1
bgs	V0.5_c2	8	7	emmax_consensus	group	200	3.96	15	16	1	15	0.2475	0.9375
bgs	V0.5_c2	8	7	emmax_consensus	mvn	200	0.04	2	16	1	15	0.0025	0.9375
bgs	V0.5_c2	8	7	emmax_consensus	spatial	200	40.605	86	16	1	15	2.5378125	0.9375
bgs	V0.5_c2	8	7	emmax_simes	group	200	10.94	29	35	1	34	0.312571428571429	0.971428571428571
bgs	V0.5_c2	8	7	emmax_simes	mvn	200	0.015	1	35	1	34	0.000428571428571429	0.971428571428571
bgs	V0.5_c2	8	7	emmax_simes	spatial	200	43.85	84	35	1	34	1.25285714285714	0.971428571428571
bgs	V0.5_c2	8	8	emmax_consensus	group	200	5.475	14	11	0	11	0.497727272727273	1
bgs	V0.5_c2	8	8	emmax_consensus	mvn	200	0.02	1	11	0	11	0.00181818181818182	1
bgs	V0.5_c2	8	8	emmax_consensus	spatial	200	36.975	95	11	0	11	3.36136363636364	1
bgs	V0.5_c2	8	8	emmax_simes	group	200	9.55	22	12	0	12	0.795833333333333	1
bgs	V0.5_c2	8	8	emmax_simes	mvn	200	0.02	1	12	0	12	0.00166666666666667	1
bgs	V0.5_c2	8	8	emmax_simes	spatial	200	36.105	93	12	0	12	3.00875	1
bgs	V0.5_c2	8	9	emmax_consensus	group	200	0.565	5	1	0	1	0.565	1
bgs	V0.5_c2	8	9	emmax_consensus	mvn	200	0.045	1	1	0	1	0.045	1
bgs	V0.5_c2	8	9	emmax_consensus	spatial	200	32.85	104	1	0	1	32.85	1
bgs	V0.5_c2	8	9	emmax_simes	group	200	0.83	9	0	0	0		
bgs	V0.5_c2	8	9	emmax_simes	mvn	200	0.025	1	0	0	0		
bgs	V0.5_c2	8	9	emmax_simes	spatial	200	33.35	96	0	0	0		
bgs	V0.5_c2	8	10	emmax_consensus	group	200	1.355	8	6	0	6	0.225833333333333	1
bgs	V0.5_c2	8	10	emmax_consensus	mvn	200	0.06	2	6	0	6	0.01	1
bgs	V0.5_c2	8	10	emmax_consensus	spatial	200	26.895	82	6	0	6	4.4825	1
bgs	V0.5_c2	8	10	emmax_simes	group	200	6.005	15	8	0	8	0.750625	1
bgs	V0.5_c2	8	10	emmax_simes	mvn	200	0.07	3	8	0	8	0.00875	1
bgs	V0.5_c2	8	10	emmax_simes	spatial	200	30.065	81	8	0	8	3.758125	1
bgs	V0.5_c2	10	1	emmax_consensus	group	200	0.25	3	0	0	0		
bgs	V0.5_c2	10	1	emmax_consensus	mvn	200	0.06	3	0	0	0		
bgs	V0.5_c2	10	1	emmax_consensus	spatial	200	29.355	85	0	0	0		
bgs	V0.5_c2	10	1	emmax_simes	group	200	0.255	4	0	0	0		
bgs	V0.5_c2	10	1	emmax_simes	mvn	200	0.045	2	0	0	0		
bgs	V0.5_c2	10	1	emmax_simes	spatial	200	31.3	85	0	0	0		
bgs	V0.5_c2	10	2	emmax_consensus	group	200	11.745	24	15	2	13	0.783	0.866666666666667
bgs	V0.5_c2	10	2	emmax_consensus	mvn	200	0.085	4	15	2	13	0.00566666666666667	0.866666666666667
bgs	V0.5_c2	10	2	emmax_consensus	spatial	200	36.355	91	15	2	13	2.42366666666667	0.866666666666667
bgs	V0.5_c2	10	2	emmax_simes	group	200	18.605	33	19	2	17	0.979210526315789	0.894736842105263
bgs	V0.5_c2	10	2	emmax_simes	mvn	200	0.07	5	19	2	17	0.00368421052631579	0.894736842105263
bgs	V0.5_c2	10	2	emmax_simes	spatial	200	37.245	86	19	2	17	1.96026315789474	0.894736842105263
bgs	V0.5_c2	10	3	emmax_consensus	group	200	7.64	20	24	0	24	0.318333333333333	1
bgs	V0.5_c2	10	3	emmax_consensus	mvn	200	0.025	1	24	0	24	0.00104166666666667	1
bgs	V0.5_c2	10	3	emmax_consensus	spatial	200	35.39	94	24	0	24	1.47458333333333	1
bgs	V0.5_c2	10	3	emmax_simes	group	200	16.825	26	25	0	25	0.673	1
bgs	V0.5_c2	10	3	emmax_simes	mvn	200	0.02	1	25	0	25	8e-04	1
bgs	V0.5_c2	10	3	emmax_simes	spatial	200	37.115	89	25	0	25	1.4846	1
bgs	V0.5_c2	10	4	emmax_consensus	group	200	0.255	3	2	0	2	0.1275	1
bgs	V0.5_c2	10	4	emmax_consensus	mvn	200	0.05	4	2	0	2	0.025	1
bgs	V0.5_c2	10	4	emmax_consensus	spatial	200	27.73	100	2	0	2	13.865	1
bgs	V0.5_c2	10	4	emmax_simes	group	200	0.33	5	11	0	11	0.03	1
bgs	V0.5_c2	10	4	emmax_simes	mvn	200	0.04	1	11	0	11	0.00363636363636364	1
bgs	V0.5_c2	10	4	emmax_simes	spatial	200	31.05	115	11	0	11	2.82272727272727	1
bgs	V0.5_c2	10	5	emmax_consensus	group	200	4.075	16	10	0	10	0.4075	1
bgs	V0.5_c2	10	5	emmax_consensus	mvn	200	0.07	2	10	0	10	0.007	1
bgs	V0.5_c2	10	5	emmax_consensus	spatial	200	49.16	100	10	0	10	4.916	1
bgs	V0.5_c2	10	5	emmax_simes	group	200	6.25	27	18	0	18	0.347222222222222	1
bgs	V0.5_c2	10	5	emmax_simes	mvn	200	0.06	1	18	0	18	0.00333333333333333	1
bgs	V0.5_c2	10	5	emmax_simes	spatial	200	47.54	97	18	0	18	2.64111111111111	1
bgs	V0.5_c2	10	6	emmax_consensus	group	200	11.255	28	15	0	15	0.750333333333333	1
bgs	V0.5_c2	10	6	emmax_consensus	mvn	200	0.04	2	15	0	15	0.00266666666666667	1
bgs	V0.5_c2	10	6	emmax_consensus	spatial	200	32.125	82	15	0	15	2.14166666666667	1
bgs	V0.5_c2	10	6	emmax_simes	group	200	17.485	39	24	0	24	0.728541666666667	1
bgs	V0.5_c2	10	6	emmax_simes	mvn	200	0.05	3	24	0	24	0.00208333333333333	1
bgs	V0.5_c2	10	6	emmax_simes	spatial	200	33.51	88	24	0	24	1.39625	1
bgs	V0.5_c2	10	7	emmax_consensus	group	200	2.61	14	3	0	3	0.87	1
bgs	V0.5_c2	10	7	emmax_consensus	mvn	200	0.055	2	3	0	3	0.0183333333333333	1
bgs	V0.5_c2	10	7	emmax_consensus	spatial	200	43.675	92	3	0	3	14.5583333333333	1
bgs	V0.5_c2	10	7	emmax_simes	group	200	5.62	23	16	1	15	0.35125	0.9375
bgs	V0.5_c2	10	7	emmax_simes	mvn	200	0.035	2	16	1	15	0.0021875	0.9375
bgs	V0.5_c2	10	7	emmax_simes	spatial	200	44.19	84	16	1	15	2.761875	0.9375
bgs	V0.5_c2	10	8	emmax_consensus	group	200	5.99	18	15	0	15	0.399333333333333	1
bgs	V0.5_c2	10	8	emmax_consensus	mvn	200	0.05	2	15	0	15	0.00333333333333333	1
bgs	V0.5_c2	10	8	emmax_consensus	spatial	200	36.145	101	15	0	15	2.40966666666667	1
bgs	V0.5_c2	10	8	emmax_simes	group	200	12.23	27	19	1	18	0.643684210526316	0.947368421052632
bgs	V0.5_c2	10	8	emmax_simes	mvn	200	0.055	2	19	1	18	0.00289473684210526	0.947368421052632
bgs	V0.5_c2	10	8	emmax_simes	spatial	200	35.69	91	19	1	18	1.87842105263158	0.947368421052632
bgs	V0.5_c2	10	9	emmax_consensus	group	200	0.61	6	0	0	0		
bgs	V0.5_c2	10	9	emmax_consensus	mvn	200	0.075	3	0	0	0		
bgs	V0.5_c2	10	9	emmax_consensus	spatial	200	31.79	80	0	0	0		
bgs	V0.5_c2	10	9	emmax_simes	group	200	0.845	12	0	0	0		
bgs	V0.5_c2	10	9	emmax_simes	mvn	200	0.065	4	0	0	0		
bgs	V0.5_c2	10	9	emmax_simes	spatial	200	34.34	78	0	0	0		
bgs	V0.5_c2	10	10	emmax_consensus	group	200	2.54	9	8	0	8	0.3175	1
bgs	V0.5_c2	10	10	emmax_consensus	mvn	200	0.09	3	8	0	8	0.01125	1
bgs	V0.5_c2	10	10	emmax_consensus	spatial	200	29.45	97	8	0	8	3.68125	1
bgs	V0.5_c2	10	10	emmax_simes	group	200	5.805	15	9	0	9	0.645	1
bgs	V0.5_c2	10	10	emmax_simes	mvn	200	0.065	3	9	0	9	0.00722222222222222	1
bgs	V0.5_c2	10	10	emmax_simes	spatial	200	31.3	89	9	0	9	3.47777777777778	1
bgs	V1_c1	1	1	emmax_consensus	group	200	0.175	3	1	0	1	0.175	1
bgs	V1_c1	1	1	emmax_consensus	mvn	200	0.05	2	1	0	1	0.05	1
bgs	V1_c1	1	1	emmax_consensus	spatial	200	0.105	3	1	0	1	0.105	1
bgs	V1_c1	1	1	emmax_simes	group	200	0.145	4	1	0	1	0.145	1
bgs	V1_c1	1	1	emmax_simes	mvn	200	0.055	2	1	0	1	0.055	1
bgs	V1_c1	1	1	emmax_simes	spatial	200	0.105	2	1	0	1	0.105	1
bgs	V1_c1	1	2	emmax_consensus	group	200	1.69	4	2	1	1	0.845	0.5
bgs	V1_c1	1	2	emmax_consensus	mvn	200	0.03	1	2	1	1	0.015	0.5
bgs	V1_c1	1	2	emmax_consensus	spatial	200	0.52	5	2	1	1	0.26	0.5
bgs	V1_c1	1	2	emmax_simes	group	200	1.625	4	1	1	0	1.625	0
bgs	V1_c1	1	2	emmax_simes	mvn	200	0.035	1	1	1	0	0.035	0
bgs	V1_c1	1	2	emmax_simes	spatial	200	0.475	5	1	1	0	0.475	0
bgs	V1_c1	1	3	emmax_consensus	group	200	0.905	3	0	0	0		
bgs	V1_c1	1	3	emmax_consensus	mvn	200	0.06	1	0	0	0		
bgs	V1_c1	1	3	emmax_consensus	spatial	200	0.07	3	0	0	0		
bgs	V1_c1	1	3	emmax_simes	group	200	1.005	2	1	1	0	1.005	0
bgs	V1_c1	1	3	emmax_simes	mvn	200	0.05	1	1	1	0	0.05	0
bgs	V1_c1	1	3	emmax_simes	spatial	200	0.11	2	1	1	0	0.11	0
bgs	V1_c1	1	4	emmax_consensus	group	200	1.77	5	3	2	1	0.59	0.333333333333333
bgs	V1_c1	1	4	emmax_consensus	mvn	200	0.04	1	3	2	1	0.0133333333333333	0.333333333333333
bgs	V1_c1	1	4	emmax_consensus	spatial	200	0.295	3	3	2	1	0.0983333333333333	0.333333333333333
bgs	V1_c1	1	4	emmax_simes	group	200	1.36	5	3	2	1	0.453333333333333	0.333333333333333
bgs	V1_c1	1	4	emmax_simes	mvn	200	0.035	2	3	2	1	0.0116666666666667	0.333333333333333
bgs	V1_c1	1	4	emmax_simes	spatial	200	0.2	2	3	2	1	0.0666666666666667	0.333333333333333
bgs	V1_c1	1	5	emmax_consensus	group	200	0.39	2	1	1	0	0.39	0
bgs	V1_c1	1	5	emmax_consensus	mvn	200	0.055	1	1	1	0	0.055	0
bgs	V1_c1	1	5	emmax_consensus	spatial	200	0.385	3	1	1	0	0.385	0
bgs	V1_c1	1	5	emmax_simes	group	200	0.36	2	1	1	0	0.36	0
bgs	V1_c1	1	5	emmax_simes	mvn	200	0.05	1	1	1	0	0.05	0
bgs	V1_c1	1	5	emmax_simes	spatial	200	0.39	4	1	1	0	0.39	0
bgs	V1_c1	1	6	emmax_consensus	group	200	0.36	3	1	1	0	0.36	0
bgs	V1_c1	1	6	emmax_consensus	mvn	200	0.055	2	1	1	0	0.055	0
bgs	V1_c1	1	6	emmax_consensus	spatial	200	0.445	4	1	1	0	0.445	0
bgs	V1_c1	1	6	emmax_simes	group	200	0.63	5	0	0	0		
bgs	V1_c1	1	6	emmax_simes	mvn	200	0.035	1	0	0	0		
bgs	V1_c1	1	6	emmax_simes	spatial	200	0.325	3	0	0	0		
bgs	V1_c1	1	7	emmax_consensus	group	200	0.185	3	2	1	1	0.0925	0.5
bgs	V1_c1	1	7	emmax_consensus	mvn	200	0.055	2	2	1	1	0.0275	0.5
bgs	V1_c1	1	7	emmax_consensus	spatial	200	1.025	4	2	1	1	0.5125	0.5
bgs	V1_c1	1	7	emmax_simes	group	200	0.15	3	2	1	1	0.075	0.5
bgs	V1_c1	1	7	emmax_simes	mvn	200	0.05	2	2	1	1	0.025	0.5
bgs	V1_c1	1	7	emmax_simes	spatial	200	0.9	5	2	1	1	0.45	0.5
bgs	V1_c1	1	8	emmax_consensus	group	200	0.465	4	0	0	0		
bgs	V1_c1	1	8	emmax_consensus	mvn	200	0.035	3	0	0	0		
bgs	V1_c1	1	8	emmax_consensus	spatial	200	0.015	2	0	0	0		
bgs	V1_c1	1	8	emmax_simes	group	200	0.36	4	0	0	0		
bgs	V1_c1	1	8	emmax_simes	mvn	200	0.03	1	0	0	0		
bgs	V1_c1	1	8	emmax_simes	spatial	200	0	0	0	0	0		
bgs	V1_c1	1	9	emmax_consensus	group	200	0.055	2	0	0	0		
bgs	V1_c1	1	9	emmax_consensus	mvn	200	0.065	1	0	0	0		
bgs	V1_c1	1	9	emmax_consensus	spatial	200	0.16	2	0	0	0		
bgs	V1_c1	1	9	emmax_simes	group	200	0.05	2	0	0	0		
bgs	V1_c1	1	9	emmax_simes	mvn	200	0.06	1	0	0	0		
bgs	V1_c1	1	9	emmax_simes	spatial	200	0.165	2	0	0	0		
bgs	V1_c1	1	10	emmax_consensus	group	200	0.115	2	0	0	0		
bgs	V1_c1	1	10	emmax_consensus	mvn	200	0.045	2	0	0	0		
bgs	V1_c1	1	10	emmax_consensus	spatial	200	0.125	2	0	0	0		
bgs	V1_c1	1	10	emmax_simes	group	200	0.13	2	1	0	1	0.13	1
bgs	V1_c1	1	10	emmax_simes	mvn	200	0.035	3	1	0	1	0.035	1
bgs	V1_c1	1	10	emmax_simes	spatial	200	0.32	4	1	0	1	0.32	1
bgs	V1_c1	2	1	emmax_consensus	group	200	0.37	3	0	0	0		
bgs	V1_c1	2	1	emmax_consensus	mvn	200	0.03	1	0	0	0		
bgs	V1_c1	2	1	emmax_consensus	spatial	200	0.325	3	0	0	0		
bgs	V1_c1	2	1	emmax_simes	group	200	0.43	3	2	1	1	0.215	0.5
bgs	V1_c1	2	1	emmax_simes	mvn	200	0.04	2	2	1	1	0.02	0.5
bgs	V1_c1	2	1	emmax_simes	spatial	200	0.44	3	2	1	1	0.22	0.5
bgs	V1_c1	2	2	emmax_consensus	group	200	4.395	10	7	1	6	0.627857142857143	0.857142857142857
bgs	V1_c1	2	2	emmax_consensus	mvn	200	0.04	1	7	1	6	0.00571428571428571	0.857142857142857
bgs	V1_c1	2	2	emmax_consensus	spatial	200	0.075	2	7	1	6	0.0107142857142857	0.857142857142857
bgs	V1_c1	2	2	emmax_simes	group	200	4.435	13	6	1	5	0.739166666666667	0.833333333333333
bgs	V1_c1	2	2	emmax_simes	mvn	200	0.025	1	6	1	5	0.00416666666666667	0.833333333333333
bgs	V1_c1	2	2	emmax_simes	spatial	200	0.28	2	6	1	5	0.0466666666666667	0.833333333333333
bgs	V1_c1	2	3	emmax_consensus	group	200	3.145	9	2	2	0	1.5725	0
bgs	V1_c1	2	3	emmax_consensus	mvn	200	0.03	1	2	2	0	0.015	0
bgs	V1_c1	2	3	emmax_consensus	spatial	200	0.12	2	2	2	0	0.06	0
bgs	V1_c1	2	3	emmax_simes	group	200	3.2	6	2	2	0	1.6	0
bgs	V1_c1	2	3	emmax_simes	mvn	200	0.04	2	2	2	0	0.02	0
bgs	V1_c1	2	3	emmax_simes	spatial	200	0.065	3	2	2	0	0.0325	0
bgs	V1_c1	2	4	emmax_consensus	group	200	1.45	5	3	3	0	0.483333333333333	0
bgs	V1_c1	2	4	emmax_consensus	mvn	200	0.045	2	3	3	0	0.015	0
bgs	V1_c1	2	4	emmax_consensus	spatial	200	0.445	2	3	3	0	0.148333333333333	0
bgs	V1_c1	2	4	emmax_simes	group	200	1.665	6	4	3	1	0.41625	0.25
bgs	V1_c1	2	4	emmax_simes	mvn	200	0.03	3	4	3	1	0.0075	0.25
bgs	V1_c1	2	4	emmax_simes	spatial	200	0.5	3	4	3	1	0.125	0.25
bgs	V1_c1	2	5	emmax_consensus	group	200	0.11	2	0	0	0		
bgs	V1_c1	2	5	emmax_consensus	mvn	200	0.08	2	0	0	0		
bgs	V1_c1	2	5	emmax_consensus	spatial	200	0.11	3	0	0	0		
bgs	V1_c1	2	5	emmax_simes	group	200	0.095	2	0	0	0		
bgs	V1_c1	2	5	emmax_simes	mvn	200	0.085	3	0	0	0		
bgs	V1_c1	2	5	emmax_simes	spatial	200	0.195	3	0	0	0		
bgs	V1_c1	2	6	emmax_consensus	group	200	1.47	6	1	1	0	1.47	0
bgs	V1_c1	2	6	emmax_consensus	mvn	200	0.055	1	1	1	0	0.055	0
bgs	V1_c1	2	6	emmax_consensus	spatial	200	0.115	2	1	1	0	0.115	0
bgs	V1_c1	2	6	emmax_simes	group	200	1.435	6	1	1	0	1.435	0
bgs	V1_c1	2	6	emmax_simes	mvn	200	0.05	1	1	1	0	0.05	0
bgs	V1_c1	2	6	emmax_simes	spatial	200	0.08	2	1	1	0	0.08	0
bgs	V1_c1	2	7	emmax_consensus	group	200	1.055	3	1	1	0	1.055	0
bgs	V1_c1	2	7	emmax_consensus	mvn	200	0.045	2	1	1	0	0.045	0
bgs	V1_c1	2	7	emmax_consensus	spatial	200	0.475	3	1	1	0	0.475	0
bgs	V1_c1	2	7	emmax_simes	group	200	1	3	1	1	0	1	0
bgs	V1_c1	2	7	emmax_simes	mvn	200	0.045	2	1	1	0	0.045	0
bgs	V1_c1	2	7	emmax_simes	spatial	200	0.435	3	1	1	0	0.435	0
bgs	V1_c1	2	8	emmax_consensus	group	200	0.905	5	2	0	2	0.4525	1
bgs	V1_c1	2	8	emmax_consensus	mvn	200	0.02	1	2	0	2	0.01	1
bgs	V1_c1	2	8	emmax_consensus	spatial	200	0.655	6	2	0	2	0.3275	1
bgs	V1_c1	2	8	emmax_simes	group	200	0.77	5	1	0	1	0.77	1
bgs	V1_c1	2	8	emmax_simes	mvn	200	0.03	2	1	0	1	0.03	1
bgs	V1_c1	2	8	emmax_simes	spatial	200	0.795	8	1	0	1	0.795	1
bgs	V1_c1	2	9	emmax_consensus	group	200	0.205	3	1	1	0	0.205	0
bgs	V1_c1	2	9	emmax_consensus	mvn	200	0.065	2	1	1	0	0.065	0
bgs	V1_c1	2	9	emmax_consensus	spatial	200	0.175	3	1	1	0	0.175	0
bgs	V1_c1	2	9	emmax_simes	group	200	0.185	3	4	1	3	0.04625	0.75
bgs	V1_c1	2	9	emmax_simes	mvn	200	0.045	3	4	1	3	0.01125	0.75
bgs	V1_c1	2	9	emmax_simes	spatial	200	0.08	3	4	1	3	0.02	0.75
bgs	V1_c1	2	10	emmax_consensus	group	200	0.62	4	0	0	0		
bgs	V1_c1	2	10	emmax_consensus	mvn	200	0.04	1	0	0	0		
bgs	V1_c1	2	10	emmax_consensus	spatial	200	0.185	2	0	0	0		
bgs	V1_c1	2	10	emmax_simes	group	200	0.585	4	0	0	0		
bgs	V1_c1	2	10	emmax_simes	mvn	200	0.04	2	0	0	0		
bgs	V1_c1	2	10	emmax_simes	spatial	200	0.135	4	0	0	0		
bgs	V1_c1	4	1	emmax_consensus	group	200	0.025	1	0	0	0		
bgs	V1_c1	4	1	emmax_consensus	mvn	200	0.055	3	0	0	0		
bgs	V1_c1	4	1	emmax_consensus	spatial	200	0.38	3	0	0	0		
bgs	V1_c1	4	1	emmax_simes	group	200	0.04	3	0	0	0		
bgs	V1_c1	4	1	emmax_simes	mvn	200	0.04	2	0	0	0		
bgs	V1_c1	4	1	emmax_simes	spatial	200	0.42	4	0	0	0		
bgs	V1_c1	4	2	emmax_consensus	group	200	1.655	7	2	2	0	0.8275	0
bgs	V1_c1	4	2	emmax_consensus	mvn	200	0.04	2	2	2	0	0.02	0
bgs	V1_c1	4	2	emmax_consensus	spatial	200	0.46	5	2	2	0	0.23	0
bgs	V1_c1	4	2	emmax_simes	group	200	1.48	4	2	2	0	0.74	0
bgs	V1_c1	4	2	emmax_simes	mvn	200	0.03	2	2	2	0	0.015	0
bgs	V1_c1	4	2	emmax_simes	spatial	200	0.57	5	2	2	0	0.285	0
bgs	V1_c1	4	3	emmax_consensus	group	200	0.37	4	0	0	0		
bgs	V1_c1	4	3	emmax_consensus	mvn	200	0.03	1	0	0	0		
bgs	V1_c1	4	3	emmax_consensus	spatial	200	0.625	7	0	0	0		
bgs	V1_c1	4	3	emmax_simes	group	200	0.22	4	0	0	0		
bgs	V1_c1	4	3	emmax_simes	mvn	200	0.035	1	0	0	0		
bgs	V1_c1	4	3	emmax_simes	spatial	200	0.75	6	0	0	0		
bgs	V1_c1	4	4	emmax_consensus	group	200	0.455	3	2	2	0	0.2275	0
bgs	V1_c1	4	4	emmax_consensus	mvn	200	0.04	1	2	2	0	0.02	0
