cell	method	arm	floor	precision	recall	prec_x_rec	prec_x_rec_ci_lo	prec_x_rec_ci_hi
V1_c1.5	emmax	A_unrestricted_marker	20	0.096085409252669	0.111320754716981	0.0106963002752971	0.00552708343995146	0.017720688634976
V1_c1.5	emmax	B_floor_filtered_marker	20	0.226993865030675	0.0754716981132076	0.0171316124551453	0.0109902872583388	0.0263426417859032
V1_c1.5	emmax	C_stage1_simes	20	0.223880597014925	0.0622641509433962	0.013939735285835	0.00692850150611095	0.0242119510242559
V1_c1.5	emmax	D_stage1_consensus	20	0.24113475177305	0.069811320754717	0.0168339355011374	0.0103437678236052	0.0248443707062846
V1_c1.5	lfmm	A_unrestricted_marker	20	0.118874773139746	0.245283018867925	0.0291579632229565	0.0183424037535453	0.0421034332640979
V1_c1.5	lfmm	B_floor_filtered_marker	20	0.197044334975369	0.0811320754716981	0.0159866158564922	0.00806213811555204	0.0268934357812635
V1_c1.5	lfmm	C_stage1_simes	20	0.221556886227545	0.0754716981132076	0.0167212744322675	0.00877617897026016	0.0264721082306059
V2_c1	emmax	A_unrestricted_marker	1	0.36	0.313253012048193	0.112771084337349	0.0850120975630456	0.147773637979455
V2_c1	emmax	B_floor_filtered_marker	1	0.36	0.313253012048193	0.112771084337349	0.0850120975630456	0.147773637979455
V2_c1	emmax	C_stage1_simes	1	0.438356164383562	0.232931726907631	0.102107058370468	0.0821955175039694	0.131187451829078
V2_c1	emmax	D_stage1_consensus	1	0.461538461538462	0.244979919678715	0.11306765523633	0.0908320910208511	0.146425860130001
V2_c1	lfmm	A_unrestricted_marker	1	0.358166189111748	0.413654618473896	0.148157098307269	0.12589956020856	0.17164816221453
V2_c1	lfmm	B_floor_filtered_marker	1	0.358166189111748	0.413654618473896	0.148157098307269	0.12589956020856	0.17164816221453
V2_c1	lfmm	C_stage1_simes	1	0.484162895927602	0.369477911646586	0.178887495684094	0.156151050234862	0.203571996742718
V2_c1	emmax	A_unrestricted_marker	2	0.36	0.313253012048193	0.112771084337349	0.0850120975630456	0.147773637979455
V2_c1	emmax	B_floor_filtered_marker	2	0.407079646017699	0.301204819277108	0.12261435121015	0.0926630163189303	0.157153112462868
V2_c1	emmax	C_stage1_simes	2	0.52	0.265060240963855	0.137831325301205	0.109154376506861	0.165195245715099
V2_c1	emmax	D_stage1_consensus	2	0.534246575342466	0.269076305220884	0.143753094570061	0.123008064723747	0.169587172241393
V2_c1	lfmm	A_unrestricted_marker	2	0.358166189111748	0.413654618473896	0.148157098307269	0.12589956020856	0.17164816221453
V2_c1	lfmm	B_floor_filtered_marker	2	0.382716049382716	0.381526104417671	0.146016163419109	0.115598831832541	0.174250805084598
V2_c1	lfmm	C_stage1_simes	2	0.524509803921569	0.357429718875502	0.187475391763131	0.162084165661221	0.210701304631442
V2_c1	emmax	A_unrestricted_marker	3	0.36	0.313253012048193	0.112771084337349	0.0850120975630456	0.147773637979455
V2_c1	emmax	B_floor_filtered_marker	3	0.425742574257426	0.29718875502008	0.126525905602608	0.0900078095212673	0.169842082071216
V2_c1	emmax	C_stage1_simes	3	0.517985611510791	0.269076305220884	0.139377654502904	0.0924125488219114	0.194433844595707
V2_c1	emmax	D_stage1_consensus	3	0.5	0.27710843373494	0.13855421686747	0.104945672941673	0.176446500060209
V2_c1	lfmm	A_unrestricted_marker	3	0.358166189111748	0.413654618473896	0.148157098307269	0.12589956020856	0.17164816221453
V2_c1	lfmm	B_floor_filtered_marker	3	0.392156862745098	0.377510040160643	0.148043153004174	0.111279210954694	0.186802413721839
V2_c1	lfmm	C_stage1_simes	3	0.530054644808743	0.325301204819277	0.172427414576338	0.136404997960926	0.21739477903266
V2_c1	emmax	A_unrestricted_marker	5	0.36	0.313253012048193	0.112771084337349	0.0850120975630456	0.147773637979455
V2_c1	emmax	B_floor_filtered_marker	5	0.458100558659218	0.265060240963855	0.121424244463889	0.0928384357927429	0.153077722168894
V2_c1	emmax	C_stage1_simes	5	0.618181818181818	0.240963855421687	0.148959474260679	0.109522323164803	0.198431320316641
V2_c1	emmax	D_stage1_consensus	5	0.5546875	0.248995983935743	0.138114959839357	0.100150534050608	0.186064843568
V2_c1	lfmm	A_unrestricted_marker	5	0.358166189111748	0.413654618473896	0.148157098307269	0.12589956020856	0.17164816221453
V2_c1	lfmm	B_floor_filtered_marker	5	0.412765957446809	0.317269076305221	0.130957874049389	0.107786777185371	0.157063680496967
V2_c1	lfmm	C_stage1_simes	5	0.555555555555556	0.29718875502008	0.165104863900045	0.129917050346687	0.206771997561471
V2_c1	emmax	A_unrestricted_marker	10	0.36	0.313253012048193	0.112771084337349	0.0850120975630456	0.147773637979455
V2_c1	emmax	B_floor_filtered_marker	10	0.548387096774194	0.184738955823293	0.101308459645032	0.0730706172740841	0.136789863919449
V2_c1	emmax	C_stage1_simes	10	0.671232876712329	0.180722891566265	0.121307146393794	0.0876465598642391	0.157639389931057
V2_c1	emmax	D_stage1_consensus	10	0.63855421686747	0.196787148594378	0.125659263560265	0.0889741081612519	0.163394817742644
V2_c1	lfmm	A_unrestricted_marker	10	0.358166189111748	0.413654618473896	0.148157098307269	0.12589956020856	0.17164816221453
V2_c1	lfmm	B_floor_filtered_marker	10	0.526315789473684	0.220883534136546	0.116254491650814	0.0824918784563803	0.15687011244256
V2_c1	lfmm	C_stage1_simes	10	0.602040816326531	0.220883534136546	0.132980903204655	0.0870024723767647	0.187672072333818
V2_c1	emmax	A_unrestricted_marker	20	0.36	0.313253012048193	0.112771084337349	0.0850120975630456	0.147773637979455
V2_c1	emmax	B_floor_filtered_marker	20	0.571428571428571	0.112449799196787	0.0642570281124498	0.030993291567746	0.117137969859692
V2_c1	emmax	C_stage1_simes	20	0.666666666666667	0.104417670682731	0.0696117804551539	0.0380614566281535	0.112524987260261
V2_c1	emmax	D_stage1_consensus	20	0.586956521739131	0.108433734939759	0.0636458878994238	0.0285726793731983	0.107328557590018
V2_c1	lfmm	A_unrestricted_marker	20	0.358166189111748	0.413654618473896	0.148157098307269	0.12589956020856	0.17164816221453
V2_c1	lfmm	B_floor_filtered_marker	20	0.608695652173913	0.112449799196787	0.0684477038589139	0.0355538993105388	0.110205718618554
V2_c1	lfmm	C_stage1_simes	20	0.68421052631579	0.104417670682731	0.0714436694145001	0.0396682535312368	0.110403225806452
V2_c1.5	emmax	A_unrestricted_marker	1	0.0835073068893528	0.101036269430052	0.00843726675825067	0.00500091446780476	0.012853992145545
V2_c1.5	emmax	B_floor_filtered_marker	1	0.0835073068893528	0.101036269430052	0.00843726675825067	0.00500091446780476	0.012853992145545
V2_c1.5	emmax	C_stage1_simes	1	0.102325581395349	0.0544041450777202	0.00556693577539463	0.00179563284074432	0.0109678735911685
V2_c1.5	emmax	D_stage1_consensus	1	0.107692307692308	0.0699481865284974	0.00753288162614588	0.00487882187166088	0.0114520508494447
V2_c1.5	lfmm	A_unrestricted_marker	1	0.0581497797356828	0.16580310880829	0.00964141425669352	0.00616336674847414	0.0142141023063447
V2_c1.5	lfmm	B_floor_filtered_marker	1	0.0581497797356828	0.16580310880829	0.00964141425669352	0.00616336674847414	0.0142141023063447
V2_c1.5	lfmm	C_stage1_simes	1	0.0812720848056537	0.113989637305699	0.00926417547007452	0.0055190712685915	0.0135974170131246
V2_c1.5	emmax	A_unrestricted_marker	2	0.0835073068893528	0.101036269430052	0.00843726675825067	0.00500091446780476	0.012853992145545
V2_c1.5	emmax	B_floor_filtered_marker	2	0.0815217391304348	0.113989637305699	0.00929263347600811	0.00650316230081275	0.0126510861365284
V2_c1.5	emmax	C_stage1_simes	2	0.105431309904153	0.0829015544041451	0.00874041947391945	0.00451595753960289	0.0152669544277952
V2_c1.5	emmax	D_stage1_consensus	2	0.0846153846153846	0.0829015544041451	0.00701474691111997	0.00467585318965768	0.0103046271928242
V2_c1.5	lfmm	A_unrestricted_marker	2	0.0581497797356828	0.16580310880829	0.00964141425669352	0.00616336674847414	0.0142141023063447
V2_c1.5	lfmm	B_floor_filtered_marker	2	0.0604534005037783	0.178756476683938	0.0108064368776184	0.00757795809156494	0.0148232962399282
V2_c1.5	lfmm	C_stage1_simes	2	0.069620253164557	0.137305699481865	0.00955925755886404	0.00524280001039725	0.0152713348982844
V2_c1.5	emmax	A_unrestricted_marker	3	0.0835073068893528	0.101036269430052	0.00843726675825067	0.00500091446780476	0.012853992145545
V2_c1.5	emmax	B_floor_filtered_marker	3	0.0825335892514396	0.10880829015544	0.00898033872684057	0.00559459462136787	0.0138068803513248
V2_c1.5	emmax	C_stage1_simes	3	0.103550295857988	0.0880829015544041	0.00912101051598859	0.00506013651085492	0.0152322924600152
V2_c1.5	emmax	D_stage1_consensus	3	0.0825688073394496	0.0880829015544041	0.0072729001283453	0.00452759520689196	0.0120075902691846
V2_c1.5	lfmm	A_unrestricted_marker	3	0.0581497797356828	0.16580310880829	0.00964141425669352	0.00616336674847414	0.0142141023063447
V2_c1.5	lfmm	B_floor_filtered_marker	3	0.0636042402826855	0.183937823834197	0.0116992255442245	0.00758352014036015	0.0172885073038671
V2_c1.5	lfmm	C_stage1_simes	3	0.0808344198174707	0.158031088082902	0.012774351318305	0.00749658318039512	0.0198469379488133
V2_c1.5	emmax	A_unrestricted_marker	5	0.0835073068893528	0.101036269430052	0.00843726675825067	0.00500091446780476	0.012853992145545
V2_c1.5	emmax	B_floor_filtered_marker	5	0.106132075471698	0.11139896373057	0.0118230032261218	0.0062732195173289	0.0197377605974742
V2_c1.5	emmax	C_stage1_simes	5	0.12258064516129	0.0958549222797927	0.0117499582149423	0.00755021664431457	0.017266263431305
V2_c1.5	emmax	D_stage1_consensus	5	0.0902612826603325	0.0958549222797927	0.00865198823428058	0.00411676420582249	0.0159296583644463
V2_c1.5	lfmm	A_unrestricted_marker	5	0.0581497797356828	0.16580310880829	0.00964141425669352	0.00616336674847414	0.0142141023063447
V2_c1.5	lfmm	B_floor_filtered_marker	5	0.0810810810810811	0.178756476683938	0.0144937683797787	0.00914058103954421	0.0212106129928635
V2_c1.5	lfmm	C_stage1_simes	5	0.102819237147595	0.158031088082902	0.0162486359222884	0.00924236819952282	0.0254609536494867
V2_c1.5	emmax	A_unrestricted_marker	10	0.0835073068893528	0.101036269430052	0.00843726675825067	0.00500091446780476	0.012853992145545
V2_c1.5	emmax	B_floor_filtered_marker	10	0.154135338345865	0.106217616580311	0.0163718882698975	0.00946875857736602	0.0256664755409976
V2_c1.5	emmax	C_stage1_simes	10	0.184615384615385	0.0932642487046632	0.0172180151454763	0.00962894570707071	0.0254838046188865
V2_c1.5	emmax	D_stage1_consensus	10	0.158730158730159	0.103626943005181	0.0164487211119335	0.00979990552267271	0.024237492002589
V2_c1.5	lfmm	A_unrestricted_marker	10	0.0581497797356828	0.16580310880829	0.00964141425669352	0.00616336674847414	0.0142141023063447
V2_c1.5	lfmm	B_floor_filtered_marker	10	0.128146453089245	0.145077720207254	0.0185911952668335	0.00969517508328566	0.0295583637802091
V2_c1.5	lfmm	C_stage1_simes	10	0.15359477124183	0.121761658031088	0.0187019540113109	0.0104316458647676	0.0271831463715581
V2_c1.5	emmax	A_unrestricted_marker	20	0.0835073068893528	0.101036269430052	0.00843726675825067	0.00500091446780476	0.012853992145545
V2_c1.5	emmax	B_floor_filtered_marker	20	0.218181818181818	0.0621761658031088	0.0135657089024965	0.00641459250398385	0.0245375149135503
V2_c1.5	emmax	C_stage1_simes	20	0.259259259259259	0.0544041450777202	0.014104778353483	0.00715559506912275	0.0259868923993051
V2_c1.5	emmax	D_stage1_consensus	20	0.247863247863248	0.0751295336787565	0.0186218502280678	0.0109628983172216	0.0304460310500431
V2_c1.5	lfmm	A_unrestricted_marker	20	0.0581497797356828	0.16580310880829	0.00964141425669352	0.00616336674847414	0.0142141023063447
V2_c1.5	lfmm	B_floor_filtered_marker	20	0.2	0.077720207253886	0.0155440414507772	0.00822615765796239	0.0261691917256437
V2_c1.5	lfmm	C_stage1_simes	20	0.223214285714286	0.0647668393782383	0.0144568837897853	0.00700477903661107	0.0233366994648093
