analysis,flagged,contain,tag_not_contain,neither,satellites,raw_prec,raw_rec,dedup_regions,dedup_tp,dedup_qtn,dedup_prec,dedup_rec,cell,tag,env,n_qtn,n_clusters
simes_n2,10,6,3,1,3,0.6,0.5,7,6,7,0.857142857142857,0.583333333333333,V0.5_c1,bgs,4,12,85153
rep,10,6,1,3,1,0.6,0.5,9,6,8,0.666666666666667,0.666666666666667,V0.5_c1,bgs,4,12,85153
simes,10,6,3,1,3,0.6,0.5,7,6,7,0.857142857142857,0.583333333333333,V0.5_c1,bgs,4,12,85153
emlg,10,6,2,2,2,0.6,0.5,8,6,7,0.75,0.583333333333333,V0.5_c1,bgs,4,12,85153
snp,29,11,1,17,1,0.379310344827586,0.846153846153846,28,11,12,0.392857142857143,0.923076923076923,V0.5_c1,bgs,5,13,83084
snp_n2,31,11,2,18,2,0.354838709677419,0.846153846153846,29,11,12,0.379310344827586,0.923076923076923,V0.5_c1,bgs,5,13,83084
snp_n5,25,10,1,14,1,0.4,0.769230769230769,24,10,11,0.416666666666667,0.846153846153846,V0.5_c1,bgs,5,13,83084
simes_nosparse,10,6,0,4,0,0.6,0.461538461538462,10,6,6,0.6,0.461538461538462,V0.5_c1,bgs,5,13,83084
simes_n2_nosparse,12,8,0,4,0,0.666666666666667,0.615384615384615,12,8,8,0.666666666666667,0.615384615384615,V0.5_c1,bgs,5,13,83084
simes_n2,14,10,0,4,0,0.714285714285714,0.769230769230769,14,10,11,0.714285714285714,0.846153846153846,V0.5_c1,bgs,5,13,83084
rep,9,7,0,2,0,0.777777777777778,0.538461538461538,9,7,8,0.777777777777778,0.615384615384615,V0.5_c1,bgs,5,13,83084
simes,12,8,0,4,0,0.666666666666667,0.615384615384615,12,8,9,0.666666666666667,0.692307692307692,V0.5_c1,bgs,5,13,83084
emlg,10,8,0,2,0,0.8,0.615384615384615,10,8,9,0.8,0.692307692307692,V0.5_c1,bgs,5,13,83084
snp,73,9,19,45,19,0.123287671232877,0.5625,54,9,10,0.166666666666667,0.625,V0.5_c1,bgs,6,16,85280
snp_n2,66,8,17,41,17,0.121212121212121,0.5,49,8,9,0.163265306122449,0.5625,V0.5_c1,bgs,6,16,85280
snp_n5,26,5,6,15,4,0.192307692307692,0.3125,22,7,8,0.318181818181818,0.5,V0.5_c1,bgs,6,16,85280
simes_nosparse,33,7,12,14,12,0.212121212121212,0.4375,21,7,8,0.333333333333333,0.5,V0.5_c1,bgs,6,16,85280
simes_n2_nosparse,31,6,13,12,13,0.193548387096774,0.375,18,6,7,0.333333333333333,0.4375,V0.5_c1,bgs,6,16,85280
simes_n2,40,8,14,18,14,0.2,0.5,26,8,9,0.307692307692308,0.5625,V0.5_c1,bgs,6,16,85280
rep,31,7,10,14,9,0.225806451612903,0.4375,22,8,9,0.363636363636364,0.5625,V0.5_c1,bgs,6,16,85280
simes,38,8,14,16,14,0.210526315789474,0.5,24,8,9,0.333333333333333,0.5625,V0.5_c1,bgs,6,16,85280
emlg,41,9,12,20,12,0.219512195121951,0.5625,29,9,10,0.310344827586207,0.625,V0.5_c1,bgs,6,16,85280
snp,45,12,7,26,7,0.266666666666667,0.705882352941177,38,12,14,0.315789473684211,0.823529411764706,V0.5_c1,bgs,7,17,83973
snp_n2,41,12,6,23,6,0.292682926829268,0.705882352941177,35,12,14,0.342857142857143,0.823529411764706,V0.5_c1,bgs,7,17,83973
snp_n5,27,9,7,11,6,0.333333333333333,0.529411764705882,21,10,12,0.476190476190476,0.705882352941177,V0.5_c1,bgs,7,17,83973
simes_nosparse,14,9,2,3,2,0.642857142857143,0.529411764705882,12,9,10,0.75,0.588235294117647,V0.5_c1,bgs,7,17,83973
simes_n2_nosparse,14,10,1,3,1,0.714285714285714,0.588235294117647,13,10,11,0.769230769230769,0.647058823529412,V0.5_c1,bgs,7,17,83973
simes_n2,15,11,1,3,1,0.733333333333333,0.647058823529412,14,11,12,0.785714285714286,0.705882352941177,V0.5_c1,bgs,7,17,83973
rep,12,7,1,4,1,0.583333333333333,0.411764705882353,11,7,8,0.636363636363636,0.470588235294118,V0.5_c1,bgs,7,17,83973
simes,15,10,2,3,2,0.666666666666667,0.588235294117647,13,10,11,0.769230769230769,0.647058823529412,V0.5_c1,bgs,7,17,83973
emlg,13,6,3,4,3,0.461538461538462,0.352941176470588,10,6,7,0.6,0.411764705882353,V0.5_c1,bgs,7,17,83973
